term,amount,date
sunday,3591,2020-06-28
thank,3582,2020-06-28
pm,3577,2020-06-28
gt,3550,2020-06-28
país,3546,2020-06-28
anyone,3537,2020-06-28
reports,3528,2020-06-28
god,3518,2020-06-28
bad,3511,2020-06-28
dr,3504,2020-06-28
years,3503,2020-06-28
medical,3499,2020-06-28
hope,3484,2020-06-28
money,3476,2020-06-28
done,3470,2020-06-28
gente,3450,2020-06-28
disease,3406,2020-06-28
est,3397,2020-06-28
person,3386,2020-06-28
end,3370,2020-06-28
and,3363,2020-06-28
cdc,3360,2020-06-28
give,3358,2020-06-28
protect,3353,2020-06-28
believe,3350,2020-06-28
local,3336,2020-06-28
close,3320,2020-06-28
far,3318,2020-06-28
ser,3314,2020-06-28
mais,3312,2020-06-28
quarantine,3302,2020-06-28
business,3270,2020-06-28
job,3265,2020-06-28
already,3259,2020-06-28
cuarentena,3254,2020-06-28
rise,3251,2020-06-28
countries,3249,2020-06-28
second,3249,2020-06-28
breaking,3247,2020-06-28
sure,3245,2020-06-28
show,3240,2020-06-28
others,3235,2020-06-28
symptoms,3230,2020-06-28
millions,3226,2020-06-28
weeks,3212,2020-06-28
día,3212,2020-06-28
workers,3206,2020-06-28
july,3202,2020-06-28
hoy,3193,2020-06-28
eu,3191,2020-06-28
city,3185,2020-06-28
15,3173,2020-06-28
ever,3169,2020-06-28
things,3167,2020-06-28
dan,3160,2020-06-28
shit,3154,2020-06-28
yes,3151,2020-06-28
recovered,3151,2020-06-28
check,3118,2020-06-28
hit,3117,2020-06-28
california,3092,2020-06-28
youtube,3090,2020-06-28
love,3070,2020-06-28
plan,3063,2020-06-28
situation,3061,2020-06-28
follow,3060,2020-06-28
someone,3057,2020-06-28
cnn,3038,2020-06-28
students,3037,2020-06-28
oh,3021,2020-06-28
needs,3017,2020-06-28
tell,3010,2020-06-28
12,3010,2020-06-28
dos,2992,2020-06-28
best,2991,2020-06-28
toll,2989,2020-06-28
children,2952,2020-06-28
something,2952,2020-06-28
non,2930,2020-06-28
gobierno,2929,2020-06-28
increase,2928,2020-06-28
big,2926,2020-06-28
25,2925,2020-06-28
sick,2923,2020-06-28
26,2918,2020-06-28
arizona,2911,2020-06-28
14,2909,2020-06-28
trying,2894,2020-06-28
across,2886,2020-06-28
fucking,2885,2020-06-28
watch,2885,2020-06-28
solo,2883,2020-06-28
part,2878,2020-06-28
hospitals,2863,2020-06-28
anything,2856,2020-06-28
population,2842,2020-06-28
seriously,2841,2020-06-28
kill,2838,2020-06-28
single,2837,2020-06-28
old,2829,2020-06-28
start,2824,2020-06-28
everything,2810,2020-06-28
governor,2807,2020-06-28
fuck,2801,2020-06-28
community,2801,2020-06-28
coming,2800,2020-06-28
place,2791,2020-06-28
reopening,2787,2020-06-28
black,2786,2020-06-28
including,2780,2020-06-28
protests,2779,2020-06-28
50,2777,2020-06-28
online,2772,2020-06-28
06,2769,2020-06-28
homes,2764,2020-06-28
continue,2752,2020-06-28
cause,2748,2020-06-28
story,2732,2020-06-28
fallecidos,2725,2020-06-28
stupid,2725,2020-06-28
important,2705,2020-06-28
nursing,2703,2020-06-28
coronaviruspandemic,2702,2020-06-28
hours,2701,2020-06-28
full,2701,2020-06-28
sir,2698,2020-06-28
um,2680,2020-06-28
of,2678,2020-06-28
article,2670,2020-06-28
enough,2665,2020-06-28
travel,2663,2020-06-28
infection,2661,2020-06-28
putin,2659,2020-06-28
working,2654,2020-06-28
junio,2652,2020-06-28
march,2652,2020-06-28
sign,2633,2020-06-28
delhi,2628,2020-06-28
18,2626,2020-06-28
making,2621,2020-06-28
house,2620,2020-06-28
soon,2618,2020-06-28
half,2612,2020-06-28
actually,2610,2020-06-28
wave,2604,2020-06-28
gov,2592,2020-06-28
sa,2581,2020-06-28
spreading,2580,2020-06-28
muertos,2578,2020-06-28
problem,2565,2020-06-28
au,2563,2020-06-28
app,2558,2020-06-28
less,2553,2020-06-28
it,2549,2020-06-28
mas,2547,2020-06-28
science,2543,2020-06-28
least,2531,2020-06-28
shows,2529,2020-06-28
fox,2529,2020-06-28
govt,2523,2020-06-28
hard,2522,2020-06-28
ago,2518,2020-06-28
school,2513,2020-06-28
russia,2513,2020-06-28
find,2506,2020-06-28
feel,2503,2020-06-28
ahora,2501,2020-06-28
कर,2501,2020-06-28
rt,2496,2020-06-28
national,2493,2020-06-28
always,2491,2020-06-28
no,2482,2020-06-28
closed,2482,2020-06-28
recovery,2481,2020-06-28
saying,2480,2020-06-28
maybe,2479,2020-06-28
york,2477,2020-06-28
normal,2473,2020-06-28
pour,2473,2020-06-28
lot,2472,2020-06-28
el,2466,2020-06-28
vote,2462,2020-06-28
dying,2458,2020-06-28
lost,2456,2020-06-28
chinese,2456,2020-06-28
order,2450,2020-06-28
11,2445,2020-06-28
police,2441,2020-06-28
officials,2436,2020-06-28
thought,2431,2020-06-28
power,2426,2020-06-28
contact,2423,2020-06-28
point,2418,2020-06-28
campaign,2413,2020-06-28
leadership,2412,2020-06-28
killed,2411,2020-06-28
united,2402,2020-06-28
truth,2398,2020-06-28
reopen,2394,2020-06-28
call,2394,2020-06-28
learn,2365,2020-06-28
plus,2356,2020-06-28
biden,2349,2020-06-28
pass,2348,2020-06-28
días,2339,2020-06-28
human,2338,2020-06-28
highest,2336,2020-06-28
en,2332,2020-06-28
positivos,2331,2020-06-28
confirmados,2324,2020-06-28
change,2319,2020-06-28
pacientes,2318,2020-06-28
doctors,2308,2020-06-28
thousands,2307,2020-06-28
pas,2306,2020-06-28
south,2301,2020-06-28
wrong,2297,2020-06-28
told,2295,2020-06-28
might,2281,2020-06-28
fake,2280,2020-06-28
save,2275,2020-06-28
handling,2274,2020-06-28
horas,2273,2020-06-28
healthcare,2273,2020-06-28
found,2271,2020-06-28
va,2259,2020-06-28
safety,2257,2020-06-28
través,2244,2020-06-28
past,2243,2020-06-28
fact,2242,2020-06-28
une,2242,2020-06-28
hold,2242,2020-06-28
la,2240,2020-06-28
méxico,2239,2020-06-28
knew,2237,2020-06-28
true,2234,2020-06-28
group,2233,2020-06-28
system,2223,2020-06-28
economic,2220,2020-06-28
anti,2214,2020-06-28
medidas,2209,2020-06-28
course,2207,2020-06-28
this,2205,2020-06-28
research,2201,2020-06-28
three,2198,2020-06-28
pride,2198,2020-06-28
killing,2197,2020-06-28
así,2191,2020-06-28
fear,2191,2020-06-28
threat,2190,2020-06-28
information,2190,2020-06-28
matter,2188,2020-06-28
cegah,2184,2020-06-28
left,2176,2020-06-28
you,2173,2020-06-28
is,2172,2020-06-28
seen,2171,2020-06-28
worse,2167,2020-06-28
understand,2165,2020-06-28
little,2164,2020-06-28
impact,2163,2020-06-28
der,2163,2020-06-28
reporting,2157,2020-06-28
using,2155,2020-06-28
experts,2155,2020-06-28
closing,2154,2020-06-28
blame,2153,2020-06-28
almost,2152,2020-06-28
2019,2152,2020-06-28
16,2146,2020-06-28
food,2145,2020-06-28
political,2139,2020-06-28
active,2136,2020-06-28
hands,2135,2020-06-28
self,2132,2020-06-28
pay,2126,2020-06-28
early,2121,2020-06-28
nearly,2114,2020-06-28
positivo,2113,2020-06-28
party,2111,2020-06-28
van,2099,2020-06-28
future,2096,2020-06-28
das,2095,2020-06-28
according,2088,2020-06-28
venezuela,2086,2020-06-28
low,2083,2020-06-28
soldiers,2082,2020-06-28
wearamask,2070,2020-06-28
remember,2069,2020-06-28
mean,2062,2020-06-28
nation,2061,2020-06-28
ll,2061,2020-06-28
shut,2048,2020-06-28
bbc,2047,2020-06-28
etc,2046,2020-06-28
worst,2041,2020-06-28
study,2040,2020-06-28
twitter,2040,2020-06-28
argentina,2034,2020-06-28
dans,2027,2020-06-28
40,2022,2020-06-28
lol,2013,2020-06-28
young,2012,2020-06-28
came,2011,2020-06-28
thread,2010,2020-06-28
minister,2009,2020-06-28
share,2007,2020-06-28
stopbolsonaromundial,2007,2020-06-28
called,2004,2020-06-28
makes,1994,2020-06-28
staff,1993,2020-06-28
service,1988,2020-06-28
kids,1985,2020-06-28
orders,1982,2020-06-28
und,1976,2020-06-28
vía,1973,2020-06-28
je,1973,2020-06-28
together,1968,2020-06-28
blm,1968,2020-06-28
ne,1966,2020-06-28
nuevo,1963,2020-06-28
on,1962,2020-06-28
possible,1961,2020-06-28
wait,1960,2020-06-28
summer,1957,2020-06-28
link,1952,2020-06-28
citizens,1938,2020-06-28
businesses,1936,2020-06-28
we,1933,2020-06-28
casa,1929,2020-06-28
team,1928,2020-06-28
private,1926,2020-06-28
used,1925,2020-06-28
bar,1917,2020-06-28
san,1916,2020-06-28
masker,1916,2020-06-28
federal,1914,2020-06-28
month,1914,2020-06-28
counties,1913,2020-06-28
foxnews,1909,2020-06-28
hoax,1906,2020-06-28
vida,1905,2020-06-28
puede,1902,2020-06-28
tweet,1902,2020-06-28
air,1895,2020-06-28
looking,1895,2020-06-28
friends,1893,2020-06-28
leaders,1885,2020-06-28
administration,1883,2020-06-28
00,1883,2020-06-28
uma,1882,2020-06-28
bien,1881,2020-06-28
likely,1877,2020-06-28
rising,1874,2020-06-28
petition,1873,2020-06-28
talk,1872,2020-06-28
nytimes,1867,2020-06-28
else,1862,2020-06-28
become,1856,2020-06-28
whole,1849,2020-06-28
cure,1845,2020-06-28
wo,1841,2020-06-28
measures,1834,2020-06-28
traitortrump,1830,2020-06-28
university,1829,2020-06-28
allowed,1824,2020-06-28
13,1811,2020-06-28
coronavírus,1810,2020-06-28
doctor,1810,2020-06-28
seems,1810,2020-06-28
market,1804,2020-06-28
lies,1795,2020-06-28
hacer,1793,2020-06-28
reason,1785,2020-06-28
17,1784,2020-06-28
domingo,1781,2020-06-28
force,1773,2020-06-28
racist,1773,2020-06-28
info,1773,2020-06-28
instead,1769,2020-06-28
registra,1767,2020-06-28
ok,1765,2020-06-28
narendramodi,1764,2020-06-28
che,1763,2020-06-28
war,1763,2020-06-28
casi,1762,2020-06-28
presidente,1759,2020-06-28
mark,1757,2020-06-28
europe,1757,2020-06-28
leicester,1756,2020-06-28
canada,1755,2020-06-28
yesterday,1752,2020-06-28
maga,1751,2020-06-28
menos,1750,2020-06-28
schools,1749,2020-06-28
tras,1746,2020-06-28
play,1744,2020-06-28
qui,1740,2020-06-28
leading,1732,2020-06-28
cómo,1729,2020-06-28
went,1727,2020-06-28
पर,1724,2020-06-28
damn,1721,2020-06-28
means,1718,2020-06-28
co,1718,2020-06-28
immunity,1715,2020-06-28
golf,1715,2020-06-28
failed,1713,2020-06-28
poor,1713,2020-06-28
caused,1711,2020-06-28
return,1711,2020-06-28
deal,1708,2020-06-28
wow,1707,2020-06-28
cada,1704,2020-06-28
sur,1704,2020-06-28
scotland,1704,2020-06-28
hace,1703,2020-06-28
pakistan,1702,2020-06-28
mayor,1702,2020-06-28
22,1701,2020-06-28
dengan,1700,2020-06-28
sars,1700,2020-06-28
taken,1697,2020-06-28
tre45on,1694,2020-06-28
jun,1690,2020-06-28
bolsonaro,1687,2020-06-28
bill,1687,2020-06-28
donald,1685,2020-06-28
listen,1685,2020-06-28
guy,1682,2020-06-28
ver,1679,2020-06-28
set,1678,2020-06-28
secretary,1678,2020-06-28
cas,1677,2020-06-28
mortes,1676,2020-06-28
personal,1674,2020-06-28
happen,1673,2020-06-28
continues,1672,2020-06-28
for,1672,2020-06-28
cheese,1672,2020-06-28
retweet,1670,2020-06-28
members,1668,2020-06-28
wants,1668,2020-06-28
pmoindia,1668,2020-06-28
joebiden,1666,2020-06-28
potus,1661,2020-06-28
treatment,1661,2020-06-28
all,1661,2020-06-28
higher,1657,2020-06-28
different,1651,2020-06-28
que,1651,2020-06-28
serious,1650,2020-06-28
results,1647,2020-06-28
sense,1645,2020-06-28
rest,1642,2020-06-28
probably,1642,2020-06-28
pruebas,1642,2020-06-28
hey,1642,2020-06-28
últimas,1636,2020-06-28
hell,1636,2020-06-28
número,1632,2020-06-28
colombia,1631,2020-06-28
election,1629,2020-06-28
exposed,1629,2020-06-28
restrictions,1629,2020-06-28
distance,1627,2020-06-28
responsible,1621,2020-06-28
idea,1619,2020-06-28
años,1617,2020-06-28
kept,1614,2020-06-28
ask,1612,2020-06-28
prevent,1607,2020-06-28
hear,1607,2020-06-28
office,1606,2020-06-28
given,1605,2020-06-28
act,1604,2020-06-28
action,1604,2020-06-28
saturday,1603,2020-06-28
45,1602,2020-06-28
started,1596,2020-06-28
covidiots,1595,2020-06-28
drrpnishank,1594,2020-06-28
scientists,1593,2020-06-28
following,1593,2020-06-28
60,1592,2020-06-28
gon,1589,2020-06-28
age,1588,2020-06-28
based,1582,2020-06-28
asked,1578,2020-06-28
among,1575,2020-06-28
despite,1574,2020-06-28
current,1574,2020-06-28
tem,1571,2020-06-28
democrats,1570,2020-06-28
fighting,1569,2020-06-28
run,1568,2020-06-28
sad,1564,2020-06-28
able,1562,2020-06-28
though,1561,2020-06-28
affected,1558,2020-06-28
living,1558,2020-06-28
related,1555,2020-06-28
brazil,1551,2020-06-28
small,1542,2020-06-28
issues,1539,2020-06-28
law,1538,2020-06-28
stayhome,1538,2020-06-28
ppl,1536,2020-06-28
ass,1535,2020-06-28
critical,1535,2020-06-28
125,1533,2020-06-28
रह,1532,2020-06-28
semana,1531,2020-06-28
failure,1529,2020-06-28
looks,1527,2020-06-28
caso,1526,2020-06-28
gracias,1525,2020-06-28
rules,1524,2020-06-28
try,1523,2020-06-28
gets,1522,2020-06-28
republicans,1518,2020-06-28
contagio,1518,2020-06-28
wife,1518,2020-06-28
events,1517,2020-06-28
lead,1513,2020-06-28
guess,1513,2020-06-28
sundaythoughts,1512,2020-06-28
vacuna,1509,2020-06-28
common,1508,2020-06-28
wonder,1507,2020-06-28
yang,1505,2020-06-28
guys,1504,2020-06-28
took,1503,2020-06-28
gates,1502,2020-06-28
count,1499,2020-06-28
21,1497,2020-06-28
africa,1496,2020-06-28
date,1496,2020-06-28
families,1495,2020-06-28
cuomo,1493,2020-06-28
trust,1493,2020-06-28
ce,1488,2020-06-28
that,1483,2020-06-28
biggest,1482,2020-06-28
records,1480,2020-06-28
rates,1478,2020-06-28
exams,1478,2020-06-28
women,1477,2020-06-28
ny,1476,2020-06-28
patient,1476,2020-06-28
residents,1476,2020-06-28
question,1475,2020-06-28
pra,1473,2020-06-28
night,1471,2020-06-28
especially,1470,2020-06-28
issue,1465,2020-06-28
और,1460,2020-06-28
talking,1459,2020-06-28
plasma,1459,2020-06-28
modi,1458,2020-06-28
guidelines,1453,2020-06-28
plans,1453,2020-06-28
list,1447,2020-06-28
hate,1446,2020-06-28
window,1446,2020-06-28
opening,1442,2020-06-28
nigeria,1441,2020-06-28
yeah,1439,2020-06-28
tally,1439,2020-06-28
dies,1438,2020-06-28
hand,1436,2020-06-28
inside,1435,2020-06-28
waiting,1431,2020-06-28
vez,1429,2020-06-28
visit,1427,2020-06-28
seeing,1424,2020-06-28
ones,1420,2020-06-28
mr,1420,2020-06-28
29,1420,2020-06-28
name,1418,2020-06-28
43,1416,2020-06-28
forget,1416,2020-06-28
sejutamaskerpoldajatim,1415,2020-06-28
dangerous,1414,2020-06-28
washington,1414,2020-06-28
actual,1412,2020-06-28
zero,1410,2020-06-28
emergency,1408,2020-06-28
immune,1408,2020-06-28
weekend,1407,2020-06-28
exam,1405,2020-06-28
infectados,1401,2020-06-28
body,1400,2020-06-28
57,1398,2020-06-28
history,1398,2020-06-28
newsom,1394,2020-06-28
hopkins,1393,2020-06-28
level,1390,2020-06-28
lie,1390,2020-06-28
govrondesantis,1388,2020-06-28
republican,1385,2020-06-28
leave,1385,2020-06-28
23,1383,2020-06-28
fauci,1383,2020-06-28
200,1383,2020-06-28
comes,1377,2020-06-28
england,1373,2020-06-28
chile,1367,2020-06-28
jobs,1365,2020-06-28
ini,1361,2020-06-28
lying,1360,2020-06-28
penyebaran,1360,2020-06-28
facts,1359,2020-06-28
españa,1358,2020-06-28
goes,1354,2020-06-28
available,1354,2020-06-28
blood,1353,2020-06-28
literally,1353,2020-06-28
works,1351,2020-06-28
eat,1351,2020-06-28
join,1350,2020-06-28
warns,1345,2020-06-28
leader,1345,2020-06-28
vai,1343,2020-06-28
ist,1341,2020-06-28
policy,1340,2020-06-28
education,1340,2020-06-28
head,1337,2020-06-28
deadly,1337,2020-06-28
untuk,1337,2020-06-28
relief,1336,2020-06-28
mass,1333,2020-06-28
staysafe,1330,2020-06-28
source,1330,2020-06-28
behind,1329,2020-06-28
joe,1329,2020-06-28
sigue,1328,2020-06-28
services,1327,2020-06-28
restaurants,1325,2020-06-28
area,1325,2020-06-28
rally,1323,2020-06-28
chance,1321,2020-06-28
evidence,1319,2020-06-28
term,1319,2020-06-28
icu,1318,2020-06-28
sorry,1317,2020-06-28
increasing,1317,2020-06-28
water,1315,2020-06-28
clear,1314,2020-06-28
hai,1313,2020-06-28
isolation,1312,2020-06-28
reuters,1311,2020-06-28
vulnerable,1310,2020-06-28
line,1307,2020-06-28
gone,1306,2020-06-28
aquí,1304,2020-06-28
80,1302,2020-06-28
happy,1301,2020-06-28
28jun,1301,2020-06-28
protest,1300,2020-06-28
politics,1299,2020-06-28
australia,1297,2020-06-28
recuperados,1296,2020-06-28
medio,1295,2020-06-28
moment,1295,2020-06-28
major,1294,2020-06-28
par,1294,2020-06-28
reach,1293,2020-06-28
cov,1291,2020-06-28
late,1291,2020-06-28
ai,1290,2020-06-28
church,1290,2020-06-28
novel,1290,2020-06-28
según,1289,2020-06-28
ta,1289,2020-06-28
putting,1286,2020-06-28
either,1286,2020-06-28
chief,1286,2020-06-28
college,1282,2020-06-28
transmission,1280,2020-06-28
im,1279,2020-06-28
parte,1277,2020-06-28
increased,1277,2020-06-28
fall,1275,2020-06-28
ng,1273,2020-06-28
inquiry,1272,2020-06-28
move,1271,2020-06-28
mal,1270,2020-06-28
up,1269,2020-06-28
hits,1266,2020-06-28
six,1265,2020-06-28
billion,1263,2020-06-28
near,1262,2020-06-28
lack,1261,2020-06-28
bring,1256,2020-06-28
exceed,1256,2020-06-28
negative,1254,2020-06-28
cover,1253,2020-06-28
300,1252,2020-06-28
capacity,1247,2020-06-28
april,1247,2020-06-28
entire,1247,2020-06-28
médicos,1246,2020-06-28
happened,1245,2020-06-28
absolutely,1243,2020-06-28
quedateencasa,1242,2020-06-28
folks,1240,2020-06-28
spikes,1239,2020-06-28
trumptreason,1237,2020-06-28
interesting,1237,2020-06-28
hi,1233,2020-06-28
outside,1231,2020-06-28
simple,1230,2020-06-28
cities,1230,2020-06-28
access,1226,2020-06-28
128,1225,2020-06-28
running,1225,2020-06-28
ahead,1225,2020-06-28
general,1224,2020-06-28
thinking,1222,2020-06-28
kind,1220,2020-06-28
supera,1219,2020-06-28
houston,1218,2020-06-28
racism,1216,2020-06-28
antibody,1216,2020-06-28
recorded,1215,2020-06-28
alert,1212,2020-06-28
asymptomatic,1211,2020-06-28
happening,1211,2020-06-28
85,1210,2020-06-28
worth,1210,2020-06-28
reality,1208,2020-06-28
morning,1207,2020-06-28
heart,1206,2020-06-28
se,1206,2020-06-28
mejor,1204,2020-06-28
press,1204,2020-06-28
imagine,1202,2020-06-28
result,1201,2020-06-28
huge,1200,2020-06-28
johns,1199,2020-06-28
het,1199,2020-06-28
sábado,1197,2020-06-28
johnson,1197,2020-06-28
meses,1196,2020-06-28
nicht,1196,2020-06-28
are,1196,2020-06-28
mental,1193,2020-06-28
industry,1193,2020-06-28
noticias,1189,2020-06-28
viral,1187,2020-06-28
dios,1186,2020-06-28
idiot,1186,2020-06-28
vs,1185,2020-06-28
contagiados,1181,2020-06-28
within,1181,2020-06-28
student,1180,2020-06-28
france,1180,2020-06-28
ukchange,1180,2020-06-28
nacional,1179,2020-06-28
effects,1179,2020-06-28
amitshah,1178,2020-06-28
mind,1177,2020-06-28
knows,1177,2020-06-28
minutes,1174,2020-06-28
socialdistancing,1174,2020-06-28
vamos,1173,2020-06-28
till,1173,2020-06-28
slow,1172,2020-06-28
ang,1168,2020-06-28
dont,1168,2020-06-28
needed,1166,2020-06-28
नह,1166,2020-06-28
ready,1164,2020-06-28
situación,1163,2020-06-28
final,1163,2020-06-28
season,1162,2020-06-28
covid,131656,2020-08-16
coronavirus,126853,2020-08-16
19,120792,2020-08-16
covid19,112990,2020-08-16
cases,25085,2020-08-16
new,22999,2020-08-16
amp,20347,2020-08-16
people,19993,2020-08-16
trump,18443,2020-08-16
pandemic,16584,2020-08-16
us,14728,2020-08-16
deaths,13941,2020-08-16
via,13545,2020-08-16
virus,12995,2020-08-16
casos,11887,2020-08-16
si,11468,2020-08-16
health,11320,2020-08-16
000,10981,2020-08-16
news,10775,2020-08-16
like,10385,2020-08-16
get,10345,2020-08-16
one,10265,2020-08-16
di,10167,2020-08-16
2020,9833,2020-08-16
test,8468,2020-08-16
realdonaldtrump,8362,2020-08-16
il,8176,2020-08-16
time,8028,2020-08-16
16,8006,2020-08-16
would,7803,2020-08-16
death,7564,2020-08-16
positive,7516,2020-08-16
da,7498,2020-08-16
day,7470,2020-08-16
vaccine,7343,2020-08-16
know,7188,2020-08-16
due,7147,2020-08-16
world,6872,2020-08-16
please,6866,2020-08-16
help,6794,2020-08-16
need,6737,2020-08-16
many,6488,2020-08-16
total,6471,2020-08-16
back,6283,2020-08-16
go,6269,2020-08-16
die,6184,2020-08-16
could,6177,2020-08-16
na,6151,2020-08-16
pandemia,6108,2020-08-16
still,6067,2020-08-16
see,6060,2020-08-16
et,5900,2020-08-16
10,5850,2020-08-16
per,5843,2020-08-16
mask,5782,2020-08-16
even,5654,2020-08-16
died,5641,2020-08-16
india,5597,2020-08-16
school,5515,2020-08-16
non,5481,2020-08-16
going,5457,2020-08-16
country,5350,2020-08-16
may,5349,2020-08-16
lockdown,5315,2020-08-16
today,5275,2020-08-16
corona,5260,2020-08-16
state,5250,2020-08-16
testing,5207,2020-08-16
24,5096,2020-08-16
public,5081,2020-08-16
government,5057,2020-08-16
surakshabeforepariksha,5051,2020-08-16
good,5034,2020-08-16
care,4985,2020-08-16
first,4958,2020-08-16
home,4941,2020-08-16
crisis,4939,2020-08-16
spread,4856,2020-08-16
take,4841,2020-08-16
15,4807,2020-08-16
want,4806,2020-08-16
work,4792,2020-08-16
salud,4789,2020-08-16
americans,4773,2020-08-16
