term,amount,date
game,3331,2020-09-22
stay,3324,2020-09-22
working,3316,2020-09-22
top,3299,2020-09-22
dos,3297,2020-09-22
200k,3297,2020-09-22
thing,3293,2020-09-22
united,3277,2020-09-22
open,3260,2020-09-22
semua,3236,2020-09-22
reports,3228,2020-09-22
trumplied200kamericansdied,3213,2020-09-22
fifa,3210,2020-09-22
tuesday,3206,2020-09-22
population,3206,2020-09-22
local,3194,2020-09-22
control,3175,2020-09-22
recovery,3154,2020-09-22
bad,3148,2020-09-22
madrid,3147,2020-09-22
check,3133,2020-09-22
11,3131,2020-09-22
put,3122,2020-09-22
muertes,3121,2020-09-22
county,3116,2020-09-22
wave,3106,2020-09-22
covidbriefing,3104,2020-09-22
national,3090,2020-09-22
patuhi,3083,2020-09-22
14,3074,2020-09-22
09,3067,2020-09-22
house,3060,2020-09-22
best,3056,2020-09-22
already,3042,2020-09-22
cnn,3034,2020-09-22
medical,3033,2020-09-22
personas,3028,2020-09-22
fight,3027,2020-09-22
lies,3010,2020-09-22
outbreak,3004,2020-09-22
and,3001,2020-09-22
tell,2997,2020-09-22
believe,2991,2020-09-22
updates,2987,2020-09-22
find,2986,2020-09-22
mari,2973,2020-09-22
thanks,2960,2020-09-22
away,2959,2020-09-22
countries,2956,2020-09-22
someone,2953,2020-09-22
important,2941,2020-09-22
joebiden,2934,2020-09-22
eu,2932,2020-09-22
vacuna,2925,2020-09-22
mais,2921,2020-09-22
hoy,2909,2020-09-22
non,2907,2020-09-22
infected,2906,2020-09-22
onu,2901,2020-09-22
thank,2895,2020-09-22
six,2889,2020-09-22
pubs,2884,2020-09-22
sure,2876,2020-09-22
online,2875,2020-09-22
full,2867,2020-09-22
video,2864,2020-09-22
science,2859,2020-09-22
called,2852,2020-09-22
less,2849,2020-09-22
au,2840,2020-09-22
relief,2839,2020-09-22
país,2831,2020-09-22
van,2831,2020-09-22
guidance,2829,2020-09-22
justiceforalhilal,2828,2020-09-22
give,2824,2020-09-22
het,2823,2020-09-22
protect,2823,2020-09-22
ser,2820,2020-09-22
minister,2818,2020-09-22
across,2804,2020-09-22
healthcare,2788,2020-09-22
ini,2788,2020-09-22
point,2753,2020-09-22
things,2752,2020-09-22
call,2745,2020-09-22
continue,2744,2020-09-22
plus,2738,2020-09-22
50,2738,2020-09-22
amid,2735,2020-09-22
actually,2733,2020-09-22
families,2729,2020-09-22
young,2729,2020-09-22
follow,2727,2020-09-22
rise,2726,2020-09-22
untuk,2723,2020-09-22
businesses,2710,2020-09-22
medidas,2709,2020-09-22
wearing,2706,2020-09-22
community,2706,2020-09-22
ever,2700,2020-09-22
nation,2689,2020-09-22
big,2687,2020-09-22
show,2682,2020-09-22
general,2673,2020-09-22
needs,2671,2020-09-22
10pm,2668,2020-09-22
early,2663,2020-09-22
workers,2659,2020-09-22
travel,2650,2020-09-22
symptoms,2641,2020-09-22
weeks,2636,2020-09-22
place,2627,2020-09-22
staff,2625,2020-09-22
likely,2619,2020-09-22
join,2604,2020-09-22
saying,2604,2020-09-22
it,2599,2020-09-22
youtube,2599,2020-09-22
act,2596,2020-09-22
close,2595,2020-09-22
airborne,2595,2020-09-22
told,2592,2020-09-22
recovered,2591,2020-09-22
research,2579,2020-09-22
enough,2579,2020-09-22
oh,2578,2020-09-22
dengan,2575,2020-09-22
día,2574,2020-09-22
infections,2565,2020-09-22
city,2561,2020-09-22
canada,2560,2020-09-22
party,2560,2020-09-22
love,2554,2020-09-22
cause,2554,2020-09-22
terlindung,2553,2020-09-22
system,2552,2020-09-22
dies,2550,2020-09-22
march,2549,2020-09-22
remember,2548,2020-09-22
coming,2545,2020-09-22
forced,2540,2020-09-22
of,2538,2020-09-22
save,2522,2020-09-22
situation,2521,2020-09-22
dans,2520,2020-09-22
study,2520,2020-09-22
article,2513,2020-09-22
pas,2512,2020-09-22
start,2501,2020-09-22
information,2498,2020-09-22
23,2488,2020-09-22
including,2483,2020-09-22
team,2479,2020-09-22
terbaru,2477,2020-09-22
contact,2474,2020-09-22
something,2470,2020-09-22
sick,2459,2020-09-22
anything,2455,2020-09-22
normal,2447,2020-09-22
fuck,2443,2020-09-22
kids,2435,2020-09-22
experts,2423,2020-09-22
der,2421,2020-09-22
human,2412,2020-09-22
officials,2411,2020-09-22
yes,2392,2020-09-22
friends,2392,2020-09-22
administration,2392,2020-09-22
washington,2384,2020-09-22
hard,2379,2020-09-22
fauci,2379,2020-09-22
breaking,2371,2020-09-22
war,2370,2020-09-22
infection,2368,2020-09-22
fact,2364,2020-09-22
presidente,2356,2020-09-22
hit,2338,2020-09-22
gobierno,2328,2020-09-22
according,2312,2020-09-22
learn,2309,2020-09-22
active,2306,2020-09-22
pentagon,2303,2020-09-22
wrong,2291,2020-09-22
vaccines,2290,2020-09-22
taking,2289,2020-09-22
trying,2288,2020-09-22
shit,2284,2020-09-22
dengue,2278,2020-09-22
economic,2278,2020-09-22
highest,2277,2020-09-22
lying,2272,2020-09-22
food,2269,2020-09-22
je,2269,2020-09-22
hold,2260,2020-09-22
sep,2258,2020-09-22
une,2252,2020-09-22
penyebaran,2244,2020-09-22
story,2241,2020-09-22
making,2240,2020-09-22
tangan,2230,2020-09-22
fall,2229,2020-09-22
positivos,2229,2020-09-22
white,2228,2020-09-22
sa,2223,2020-09-22
least,2217,2020-09-22
used,2209,2020-09-22
increase,2208,2020-09-22
using,2207,2020-09-22
und,2204,2020-09-22
education,2203,2020-09-22
bill,2202,2020-09-22
safety,2200,2020-09-22
sur,2197,2020-09-22
fallecidos,2194,2020-09-22
force,2193,2020-09-22
sept,2187,2020-09-22
13,2186,2020-09-22
ahora,2186,2020-09-22
killing,2184,2020-09-22
um,2184,2020-09-22
office,2180,2020-09-22
etc,2178,2020-09-22
anti,2176,2020-09-22
dying,2162,2020-09-22
fucking,2158,2020-09-22
pandemi,2158,2020-09-22
small,2154,2020-09-22
god,2150,2020-09-22
share,2148,2020-09-22
25,2147,2020-09-22
leaders,2145,2020-09-22
wait,2145,2020-09-22
positivo,2130,2020-09-22
others,2129,2020-09-22
mean,2128,2020-09-22
college,2125,2020-09-22
transmission,2115,2020-09-22
four,2110,2020-09-22
través,2109,2020-09-22
future,2106,2020-09-22
this,2106,2020-09-22
always,2106,2020-09-22
doctor,2104,2020-09-22
ll,2102,2020-09-22
rt,2093,2020-09-22
28,2084,2020-09-22
truth,2081,2020-09-22
lot,2079,2020-09-22
england,2079,2020-09-22
feel,2075,2020-09-22
00,2067,2020-09-22
looking,2064,2020-09-22
va,2061,2020-09-22
quarantine,2058,2020-09-22
millions,2053,2020-09-22
das,2037,2020-09-22
everything,2035,2020-09-22
flamengo,2033,2020-09-22
hits,2033,2020-09-22
together,2029,2020-09-22
possible,2026,2020-09-22
guidelines,2025,2020-09-22
changes,2020,2020-09-22
pay,2019,2020-09-22
affected,2019,2020-09-22
related,2017,2020-09-22
link,2017,2020-09-22
méxico,2015,2020-09-22
might,2008,2020-09-22
almost,2004,2020-09-22
españa,1999,2020-09-22
left,1996,2020-09-22
xi,1995,2020-09-22
claims,1991,2020-09-22
university,1989,2020-09-22
despite,1988,2020-09-22
lie,1979,2020-09-22
aid,1978,2020-09-22
power,1975,2020-09-22
instead,1975,2020-09-22
set,1975,2020-09-22
ago,1972,2020-09-22
battle,1971,2020-09-22
leadership,1965,2020-09-22
septiembre,1961,2020-09-22
worse,1958,2020-09-22
hands,1957,2020-09-22
elderly,1955,2020-09-22
democrats,1954,2020-09-22
self,1954,2020-09-22
app,1952,2020-09-22
horas,1951,2020-09-22
we,1948,2020-09-22
month,1948,2020-09-22
defense,1943,2020-09-22
among,1933,2020-09-22
hear,1933,2020-09-22
distancing,1931,2020-09-22
billion,1920,2020-09-22
gets,1919,2020-09-22
info,1915,2020-09-22
spreading,1913,2020-09-22
2021,1909,2020-09-22
heart,1907,2020-09-22
maybe,1906,2020-09-22
fifacom,1905,2020-09-22
shows,1904,2020-09-22
immunity,1896,2020-09-22
question,1894,2020-09-22
is,1893,2020-09-22
court,1891,2020-09-22
address,1885,2020-09-22
market,1882,2020-09-22
días,1880,2020-09-22
failure,1879,2020-09-22
little,1876,2020-09-22
true,1872,2020-09-22
qui,1870,2020-09-22
potus,1869,2020-09-22
gente,1869,2020-09-22
thought,1864,2020-09-22
handling,1864,2020-09-22
current,1862,2020-09-22
virtual,1853,2020-09-22
industry,1851,2020-09-22
31,1847,2020-09-22
political,1840,2020-09-22
knew,1839,2020-09-22
available,1838,2020-09-22
pemilihan,1835,2020-09-22
govt,1834,2020-09-22
sense,1830,2020-09-22
thousands,1828,2020-09-22
talk,1817,2020-09-22
makes,1814,2020-09-22
kill,1814,2020-09-22
así,1811,2020-09-22
solo,1811,2020-09-22
taken,1805,2020-09-22
scientists,1803,2020-09-22
alhilal_fc,1803,2020-09-22
ne,1799,2020-09-22
muertos,1798,2020-09-22
hours,1796,2020-09-22
level,1795,2020-09-22
based,1793,2020-09-22
de,1793,2020-09-22
sars,1791,2020-09-22
mas,1788,2020-09-22
vía,1785,2020-09-22
announced,1784,2020-09-22
pcr,1775,2020-09-22
conditions,1774,2020-09-22
europe,1773,2020-09-22
russia,1771,2020-09-22
soon,1771,2020-09-22
you,1768,2020-09-22
following,1763,2020-09-22
surge,1758,2020-09-22
else,1755,2020-09-22
trust,1755,2020-09-22
continues,1754,2020-09-22
federal,1753,2020-09-22
women,1753,2020-09-22
afc,1753,2020-09-22
no,1752,2020-09-22
football,1751,2020-09-22
caused,1751,2020-09-22
rally,1749,2020-09-22
member,1745,2020-09-22
issues,1745,2020-09-22
low,1744,2020-09-22
age,1742,2020-09-22
99,1742,2020-09-22
failed,1734,2020-09-22
16,1732,2020-09-22
venezuela,1731,2020-09-22
seen,1726,2020-09-22
pada,1726,2020-09-22
restaurants,1726,2020-09-22
whitehouse,1717,2020-09-22
record,1713,2020-09-22
wo,1712,2020-09-22
three,1709,2020-09-22
understand,1701,2020-09-22
semana,1696,2020-09-22
season,1693,2020-09-22
pre,1693,2020-09-22
west,1689,2020-09-22
últimas,1686,2020-09-22
common,1684,2020-09-22
responsible,1683,2020-09-22
mortes,1683,2020-09-22
provide,1681,2020-09-22
calls,1678,2020-09-22
become,1676,2020-09-22
ce,1675,2020-09-22
past,1673,2020-09-22
hoax,1672,2020-09-22
october,1672,2020-09-22
fake,1672,2020-09-22
funding,1670,2020-09-22
een,1669,2020-09-22
republicans,1667,2020-09-22
twitter,1667,2020-09-22
means,1666,2020-09-22
different,1664,2020-09-22
sign,1663,2020-09-22
effects,1661,2020-09-22
zero,1654,2020-09-22
emergency,1654,2020-09-22
pro,1652,2020-09-22
jobs,1650,2020-09-22
bbc,1650,2020-09-22
return,1649,2020-09-22
ones,1646,2020-09-22
law,1645,2020-09-22
matter,1644,2020-09-22
yg,1643,2020-09-22
brasil,1642,2020-09-22
listen,1633,2020-09-22
competition,1631,2020-09-22
group,1629,2020-09-22
joe,1629,2020-09-22
homes,1629,2020-09-22
comes,1625,2020-09-22
visit,1622,2020-09-22
winter,1621,2020-09-22
par,1621,2020-09-22
speech,1618,2020-09-22
results,1617,2020-09-22
stupid,1613,2020-09-22
order,1609,2020-09-22
pacientes,1609,2020-09-22
segunda,1600,2020-09-22
fda,1599,2020-09-22
parents,1598,2020-09-22
80,1597,2020-09-22
blame,1594,2020-09-22
south,1590,2020-09-22
for,1590,2020-09-22
prime,1588,2020-09-22
wuhan,1587,2020-09-22
plans,1587,2020-09-22
france,1585,2020-09-22
17,1585,2020-09-22
lied,1584,2020-09-22
climate,1582,2020-09-22
police,1580,2020-09-22
deal,1579,2020-09-22
talking,1578,2020-09-22
black,1576,2020-09-22
millones,1575,2020-09-22
yesterday,1573,2020-09-22
members,1572,2020-09-22
technology,1572,2020-09-22
co,1568,2020-09-22
bien,1568,2020-09-22
rates,1564,2020-09-22
happen,1563,2020-09-22
on,1561,2020-09-22
oms,1558,2020-09-22
services,1556,2020-09-22
sad,1552,2020-09-22
able,1551,2020-09-22
leader,1551,2020-09-22
term,1551,2020-09-22
behind,1549,2020-09-22
cas,1546,2020-09-22
puede,1545,2020-09-22
casi,1545,2020-09-22
lockdown2,1545,2020-09-22
personal,1542,2020-09-22
debate,1541,2020-09-22
service,1541,2020-09-22
putin,1541,2020-09-22
ccp,1536,2020-09-22
fear,1534,2020-09-22
vs,1534,2020-09-22
thread,1532,2020-09-22
contractors,1527,2020-09-22
found,1526,2020-09-22
pass,1526,2020-09-22
40,1524,2020-09-22
er,1523,2020-09-22
gov,1522,2020-09-22
hospitals,1522,2020-09-22
deadly,1522,2020-09-22
nhs,1521,2020-09-22
nuevo,1517,2020-09-22
la,1516,2020-09-22
60,1513,2020-09-22
justice,1511,2020-09-22
website,1510,2020-09-22
rest,1510,2020-09-22
mental,1506,2020-09-22
loved,1506,2020-09-22
ask,1503,2020-09-22
try,1491,2020-09-22
result,1487,2020-09-22
hilal,1481,2020-09-22
masker,1479,2020-09-22
el,1478,2020-09-22
especially,1478,2020-09-22
tells,1476,2020-09-22
shut,1473,2020-09-22
evil,1470,2020-09-22
wake,1469,2020-09-22
seems,1468,2020-09-22
500,1467,2020-09-22
worst,1466,2020-09-22
unga,1466,2020-09-22
night,1466,2020-09-22
funds,1466,2020-09-22
speakerpelosi,1464,2020-09-22
wants,1461,2020-09-22
problem,1460,2020-09-22
reporting,1454,2020-09-22
list,1454,2020-09-22
australia,1450,2020-09-22
hey,1449,2020-09-22
argentina,1448,2020-09-22
dat,1448,2020-09-22
lab,1447,2020-09-22
monday,1442,2020-09-22
theafccl,1439,2020-09-22
telling,1438,2020-09-22
red,1435,2020-09-22
digital,1435,2020-09-22
accountable,1435,2020-09-22
access,1434,2020-09-22
trumpvirus,1430,2020-09-22
body,1430,2020-09-22
congress,1428,2020-09-22
register,1427,2020-09-22
started,1424,2020-09-22
कर,1423,2020-09-22
ai,1422,2020-09-22
international,1420,2020-09-22
22sep,1417,2020-09-22
ng,1414,2020-09-22
evidence,1410,2020-09-22
history,1408,2020-09-22
prevent,1407,2020-09-22
rising,1407,2020-09-22
positif,1406,2020-09-22
needed,1401,2020-09-22
learning,1401,2020-09-22
jinping,1401,2020-09-22
whole,1400,2020-09-22
uma,1398,2020-09-22
single,1395,2020-09-22
updated,1395,2020-09-22
event,1395,2020-09-22
scotland,1394,2020-09-22
nearly,1393,2020-09-22
aquí,1392,2020-09-22
announce,1392,2020-09-22
that,1392,2020-09-22
facts,1390,2020-09-22
spike,1390,2020-09-22
al,1390,2020-09-22
citizens,1390,2020-09-22
byekayleigh,1389,2020-09-22
reason,1388,2020-09-22
africa,1383,2020-09-22
kita,1383,2020-09-22
bolsonaro,1377,2020-09-22
combined,1374,2020-09-22
voteready,1372,2020-09-22
higher,1371,2020-09-22
75,1368,2020-09-22
martes,1360,2020-09-22
seriously,1359,2020-09-22
ahead,1359,2020-09-22
serious,1359,2020-09-22
challenges,1358,2020-09-22
ohio,1357,2020-09-22
department,1355,2020-09-22
military,1355,2020-09-22
fox,1353,2020-09-22
count,1352,2020-09-22
policy,1351,2020-09-22
given,1351,2020-09-22
forget,1349,2020-09-22
hacer,1348,2020-09-22
looks,1348,2020-09-22
though,1347,2020-09-22
longer,1346,2020-09-22
republican,1345,2020-09-22
york,1344,2020-09-22
warning,1344,2020-09-22
foxnews,1343,2020-09-22
mayor,1342,2020-09-22
politics,1342,2020-09-22
loss,1339,2020-09-22
als,1339,2020-09-22
ok,1338,2020-09-22
nations,1338,2020-09-22
webinar,1336,2020-09-22
clear,1336,2020-09-22
met,1335,2020-09-22
maga,1330,2020-09-22
half,1329,2020-09-22
coronaviruspandemic,1328,2020-09-22
critical,1327,2020-09-22
morning,1325,2020-09-22
confirmados,1324,2020-09-22
supporters,1321,2020-09-22
cold,1319,2020-09-22
potential,1319,2020-09-22
questions,1318,2020-09-22
tops,1318,2020-09-22
course,1315,2020-09-22
obama,1314,2020-09-22
pueblosenalianzaporlapaz,1314,2020-09-22
menos,1312,2020-09-22
task,1312,2020-09-22
cuarentena,1311,2020-09-22
doctors,1310,2020-09-22
ver,1310,2020-09-22
cómo,1310,2020-09-22
went,1306,2020-09-22
recent,1305,2020-09-22
fans,1303,2020-09-22
statement,1302,2020-09-22
cancer,1301,2020-09-22
living,1299,2020-09-22
false,1297,2020-09-22
financial,1295,2020-09-22
issue,1294,2020-09-22
campaign,1294,2020-09-22
wow,1294,2020-09-22
op,1293,2020-09-22
wars,1291,2020-09-22
line,1288,2020-09-22
all,1286,2020-09-22
avoid,1285,2020-09-22
niet,1285,2020-09-22
league,1283,2020-09-22
sector,1281,2020-09-22
presssec,1279,2020-09-22
he,1277,2020-09-22
hace,1276,2020-09-22
cities,1275,2020-09-22
actual,1275,2020-09-22
probably,1274,2020-09-22
chief,1273,2020-09-22
en,1272,2020-09-22
click,1270,2020-09-22
fund,1267,2020-09-22
guess,1265,2020-09-22
ready,1265,2020-09-22
wonder,1265,2020-09-22
released,1264,2020-09-22
created,1262,2020-09-22
calling,1262,2020-09-22
within,1260,2020-09-22
worried,1259,2020-09-22
lack,1258,2020-09-22
cada,1258,2020-09-22
closed,1257,2020-09-22
advice,1256,2020-09-22
child,1255,2020-09-22
vida,1253,2020-09-22
registra,1251,2020-09-22
idea,1251,2020-09-22
supreme,1249,2020-09-22
scotus,1248,2020-09-22
90,1248,2020-09-22
major,1247,2020-09-22
tv,1244,2020-09-22
guy,1243,2020-09-22
expert,1243,2020-09-22
años,1241,2020-09-22
tem,1241,2020-09-22
indonesia,1240,2020-09-22
negative,1240,2020-09-22
alert,1239,2020-09-22
dears,1239,2020-09-22
demand,1238,2020-09-22
fighting,1235,2020-09-22
ontario,1235,2020-09-22
ist,1234,2020-09-22
claim,1231,2020-09-22
reduce,1231,2020-09-22
details,1231,2020-09-22
tidak,1229,2020-09-22
oct,1228,2020-09-22
words,1227,2020-09-22
up,1227,2020-09-22
hell,1226,2020-09-22
took,1225,2020-09-22
sigue,1225,2020-09-22
mark,1224,2020-09-22
events,1221,2020-09-22
program,1220,2020-09-22
tweet,1220,2020-09-22
dangerous,1220,2020-09-22
nursing,1220,2020-09-22
source,1213,2020-09-22
situación,1212,2020-09-22
45,1211,2020-09-22
alone,1209,2020-09-22
leyendo,1209,2020-09-22
rights,1208,2020-09-22
ada,1207,2020-09-22
vous,1207,2020-09-22
proud,1202,2020-09-22
head,1202,2020-09-22
lol,1202,2020-09-22
sweden,1200,2020-09-22
herd,1199,2020-09-22
2019,1199,2020-09-22
pra,1198,2020-09-22
difficult,1197,2020-09-22
allowed,1196,2020-09-22
knows,1196,2020-09-22
pub,1196,2020-09-22
focus,1195,2020-09-22
san,1195,2020-09-22
voting,1195,2020-09-22
interesting,1195,2020-09-22
run,1192,2020-09-22
gone,1192,2020-09-22
former,1191,2020-09-22
im,1191,2020-09-22
lead,1190,2020-09-22
29,1190,2020-09-22
tuesdaythoughts,1189,2020-09-22
menjaga,1189,2020-09-22
worldwide,1188,2020-09-22
bring,1188,2020-09-22
message,1187,2020-09-22
communities,1185,2020-09-22
ppl,1183,2020-09-22
turn,1183,2020-09-22
along,1182,2020-09-22
vulnerable,1180,2020-09-22
goes,1179,2020-09-22
premier,1179,2020-09-22
meses,1178,2020-09-22
lockdowns,1178,2020-09-22
covid,138122,2020-08-23
19,125257,2020-08-23
coronavirus,120275,2020-08-23
covid19,94006,2020-08-23
trump,27816,2020-08-23
cases,24205,2020-08-23
people,24118,2020-08-23
amp,21823,2020-08-23
deaths,20221,2020-08-23
new,19128,2020-08-23
pandemic,15706,2020-08-23
us,15581,2020-08-23
virus,15534,2020-08-23
000,13623,2020-08-23
realdonaldtrump,12944,2020-08-23
via,12824,2020-08-23
plasma,11550,2020-08-23
like,11490,2020-08-23
news,11482,2020-08-23
one,11471,2020-08-23
casos,11218,2020-08-23
get,10995,2020-08-23
health,10806,2020-08-23
would,10259,2020-08-23
death,9962,2020-08-23
vaccine,9939,2020-08-23
republicans,9763,2020-08-23
2020,9583,2020-08-23
acceptable,9042,2020-08-23
life,8796,2020-08-23
di,8508,2020-08-23
23,8477,2020-08-23
time,8028,2020-08-23
treatment,8028,2020-08-23
si,7978,2020-08-23
positive,7896,2020-08-23
know,7759,2020-08-23
many,7435,2020-08-23
please,7327,2020-08-23
world,7307,2020-08-23
need,7197,2020-08-23
think,7136,2020-08-23
satyagrah_againstexamsincovid,7122,2020-08-23
number,7119,2020-08-23
china,7107,2020-08-23
fda,6989,2020-08-23
help,6923,2020-08-23
die,6899,2020-08-23
state,6630,2020-08-23
see,6388,2020-08-23
could,6388,2020-08-23
total,6375,2020-08-23
day,6365,2020-08-23
go,6365,2020-08-23
test,6341,2020-08-23
even,6340,2020-08-23
says,6333,2020-08-23
still,6324,2020-08-23
il,6312,2020-08-23
india,6184,2020-08-23
going,6112,2020-08-23
say,6068,2020-08-23
da,6047,2020-08-23
country,6042,2020-08-23
polriajakpatuhiprokes,5924,2020-08-23
believe,5844,2020-08-23
due,5772,2020-08-23
corona,5769,2020-08-23
government,5684,2020-08-23
make,5683,2020-08-23
back,5665,2020-08-23
good,5652,2020-08-23
pandemia,5639,2020-08-23
24,5621,2020-08-23
school,5614,2020-08-23
lockdown,5486,2020-08-23
today,5468,2020-08-23
lives,5428,2020-08-23
said,5427,2020-08-23
president,5418,2020-08-23
