term,amount,date
job,4293,2020-05-02
govt,4266,2020-05-02
online,4248,2020-05-02
día,4245,2020-05-02
of,4217,2020-05-02
solo,4193,2020-05-02
dos,4192,2020-05-02
15,4191,2020-05-02
county,4161,2020-05-02
high,4153,2020-05-02
white,4153,2020-05-02
find,4148,2020-05-02
away,4131,2020-05-02
infected,4113,2020-05-02
start,4109,2020-05-02
emergency,4096,2020-05-02
50,4092,2020-05-02
distancing,4070,2020-05-02
gov,4063,2020-05-02
muertes,4057,2020-05-02
things,4033,2020-05-02
needs,4017,2020-05-02
drug,4015,2020-05-02
information,4015,2020-05-02
sure,4013,2020-05-02
yes,3989,2020-05-02
anyone,3986,2020-05-02
nothing,3980,2020-05-02
कर,3973,2020-05-02
less,3967,2020-05-02
community,3965,2020-05-02
governor,3964,2020-05-02
old,3951,2020-05-02
hit,3949,2020-05-02
rt,3948,2020-05-02
ahora,3923,2020-05-02
population,3909,2020-05-02
par,3906,2020-05-02
mayo,3900,2020-05-02
tell,3879,2020-05-02
02,3876,2020-05-02
put,3870,2020-05-02
bill,3850,2020-05-02
muertos,3849,2020-05-02
change,3840,2020-05-02
it,3821,2020-05-02
recovered,3809,2020-05-02
covidー19,3809,2020-05-02
april,3803,2020-05-02
share,3803,2020-05-02
something,3802,2020-05-02
mas,3798,2020-05-02
bien,3792,2020-05-02
control,3785,2020-05-02
así,3781,2020-05-02
top,3780,2020-05-02
hospitals,3776,2020-05-02
der,3770,2020-05-02
pay,3769,2020-05-02
american,3765,2020-05-02
coronavírus,3761,2020-05-02
25,3760,2020-05-02
story,3754,2020-05-02
restrictions,3752,2020-05-02
nigeria,3743,2020-05-02
enough,3725,2020-05-02
political,3711,2020-05-02
staff,3695,2020-05-02
protect,3689,2020-05-02
lab,3675,2020-05-02
call,3663,2020-05-02
human,3658,2020-05-02
kano,3646,2020-05-02
impact,3633,2020-05-02
situation,3629,2020-05-02
españa,3628,2020-05-02
05,3620,2020-05-02
months,3613,2020-05-02
follow,3607,2020-05-02
link,3606,2020-05-02
mil,3581,2020-05-02
no,3577,2020-05-02
using,3569,2020-05-02
order,3560,2020-05-02
making,3560,2020-05-02
bad,3560,2020-05-02
national,3541,2020-05-02
someone,3519,2020-05-02
jesus,3507,2020-05-02
important,3497,2020-05-02
research,3496,2020-05-02
spoke,3483,2020-05-02
van,3480,2020-05-02
nursing,3479,2020-05-02
hacer,3479,2020-05-02
coming,3478,2020-05-02
others,3475,2020-05-02
bible,3454,2020-05-02
this,3451,2020-05-02
trying,3448,2020-05-02
taking,3444,2020-05-02
brasil,3444,2020-05-02
pacientes,3433,2020-05-02
pm,3427,2020-05-02
place,3413,2020-05-02
businesses,3400,2020-05-02
cause,3396,2020-05-02
ever,3390,2020-05-02
person,3386,2020-05-02
fallecidos,3383,2020-05-02
local,3359,2020-05-02
together,3352,2020-05-02
lost,3345,2020-05-02
save,3344,2020-05-02
hi,3342,2020-05-02
reopen,3335,2020-05-02
el,3332,2020-05-02
month,3311,2020-05-02
we,3300,2020-05-02
contagios,3296,2020-05-02
symptoms,3295,2020-05-02
ver,3286,2020-05-02
cnn,3281,2020-05-02
vous,3276,2020-05-02
always,3274,2020-05-02
infection,3265,2020-05-02
saturday,3256,2020-05-02
und,3250,2020-05-02
war,3249,2020-05-02
lot,3244,2020-05-02
economic,3232,2020-05-02
federal,3224,2020-05-02
normal,3223,2020-05-02
system,3217,2020-05-02
sa,3205,2020-05-02
wrong,3197,2020-05-02
experts,3186,2020-05-02
oh,3178,2020-05-02
das,3166,2020-05-02
actually,3166,2020-05-02
contact,3161,2020-05-02
officials,3147,2020-05-02
nous,3143,2020-05-02
point,3141,2020-05-02
science,3139,2020-05-02
across,3138,2020-05-02
14,3137,2020-05-02
soon,3131,2020-05-02
is,3128,2020-05-02
intelligence,3124,2020-05-02
full,3124,2020-05-02
you,3123,2020-05-02
used,3114,2020-05-02
gates,3109,2020-05-02
fake,3105,2020-05-02
healthcare,3104,2020-05-02
rel,3078,2020-05-02
href,3077,2020-05-02
bbc,3077,2020-05-02
sick,3076,2020-05-02
nofollow,3074,2020-05-02
hoax,3069,2020-05-02
makes,3052,2020-05-02
hard,3048,2020-05-02
puede,3045,2020-05-02
early,3041,2020-05-02
team,3026,2020-05-02
dying,3024,2020-05-02
for,3022,2020-05-02
ppe,3016,2020-05-02
ou,3011,2020-05-02
presidente,3010,2020-05-02
yang,3009,2020-05-02
doctor,3008,2020-05-02
history,3006,2020-05-02
everything,2994,2020-05-02
despite,2992,2020-05-02
18,2991,2020-05-02
la,2989,2020-05-02
hours,2984,2020-05-02
shit,2983,2020-05-02
medidas,2981,2020-05-02
become,2978,2020-05-02
least,2977,2020-05-02
continue,2971,2020-05-02
travel,2969,2020-05-02
maybe,2959,2020-05-02
en,2958,2020-05-02
breaking,2957,2020-05-02
17,2951,2020-05-02
méxico,2950,2020-05-02
qu,2948,2020-05-02
días,2945,2020-05-02
police,2938,2020-05-02
school,2932,2020-05-02
anything,2913,2020-05-02
saying,2912,2020-05-02
40,2910,2020-05-02
uma,2909,2020-05-02
small,2909,2020-05-02
millions,2902,2020-05-02
little,2884,2020-05-02
thought,2882,2020-05-02
relief,2880,2020-05-02
caso,2876,2020-05-02
fear,2869,2020-05-02
study,2863,2020-05-02
patient,2862,2020-05-02
vida,2858,2020-05-02
related,2856,2020-05-02
feel,2855,2020-05-02
texas,2841,2020-05-02
ai,2826,2020-05-02
homes,2821,2020-05-02
california,2816,2020-05-02
evidence,2815,2020-05-02
increase,2810,2020-05-02
likely,2810,2020-05-02
ini,2797,2020-05-02
avec,2788,2020-05-02
nhs,2777,2020-05-02
found,2769,2020-05-02
essential,2762,2020-05-02
menos,2757,2020-05-02
on,2755,2020-05-02
air,2750,2020-05-02
second,2745,2020-05-02
immunity,2737,2020-05-02
tem,2733,2020-05-02
south,2733,2020-05-02
65,2725,2020-05-02
biggest,2717,2020-05-02
according,2714,2020-05-02
possible,2703,2020-05-02
understand,2701,2020-05-02
cure,2697,2020-05-02
37,2696,2020-05-02
pra,2691,2020-05-02
sir,2688,2020-05-02
ll,2682,2020-05-02
measures,2673,2020-05-02
personal,2668,2020-05-02
reopening,2668,2020-05-02
hace,2665,2020-05-02
dossier,2662,2020-05-02
hear,2661,2020-05-02
thousands,2656,2020-05-02
fact,2653,2020-05-02
quedateencasa,2650,2020-05-02
different,2646,2020-05-02
told,2645,2020-05-02
etc,2644,2020-05-02
cómo,2644,2020-05-02
looking,2640,2020-05-02
nation,2639,2020-05-02
anti,2632,2020-05-02
confirmados,2630,2020-05-02
60,2628,2020-05-02
three,2592,2020-05-02
stayathome,2577,2020-05-02
united,2571,2020-05-02
highest,2570,2020-05-02
22,2564,2020-05-02
lies,2551,2020-05-02
28,2548,2020-05-02
whole,2545,2020-05-02
seen,2542,2020-05-02
market,2538,2020-05-02
called,2537,2020-05-02
africa,2532,2020-05-02
info,2526,2020-05-02
fighting,2516,2020-05-02
kill,2516,2020-05-02
safety,2507,2020-05-02
ago,2504,2020-05-02
shows,2502,2020-05-02
friends,2501,2020-05-02
gets,2487,2020-05-02
march,2486,2020-05-02
leaked,2484,2020-05-02
horas,2472,2020-05-02
join,2470,2020-05-02
que,2470,2020-05-02
nearly,2460,2020-05-02
dangerous,2456,2020-05-02
gop,2456,2020-05-02
power,2453,2020-05-02
gracias,2453,2020-05-02
पर,2451,2020-05-02
nuevo,2448,2020-05-02
families,2445,2020-05-02
het,2444,2020-05-02
mayor,2434,2020-05-02
seems,2431,2020-05-02
wants,2429,2020-05-02
confinement,2427,2020-05-02
potus,2425,2020-05-02
self,2422,2020-05-02
rise,2421,2020-05-02
idea,2411,2020-05-02
worse,2409,2020-05-02
fund,2407,2020-05-02
europe,2396,2020-05-02
sign,2395,2020-05-02
florida,2389,2020-05-02
congress,2382,2020-05-02
fuck,2380,2020-05-02
tweet,2378,2020-05-02
coronaviruspandemic,2377,2020-05-02
five,2374,2020-05-02
claims,2371,2020-05-02
covid2019,2369,2020-05-02
based,2368,2020-05-02
past,2367,2020-05-02
interesting,2356,2020-05-02
italy,2355,2020-05-02
closed,2350,2020-05-02
johnson,2347,2020-05-02
cas,2345,2020-05-02
wait,2340,2020-05-02
hey,2335,2020-05-02
leaders,2334,2020-05-02
learn,2331,2020-05-02
13,2328,2020-05-02
australia,2328,2020-05-02
años,2327,2020-05-02
recovery,2326,2020-05-02
número,2325,2020-05-02
minister,2324,2020-05-02
cada,2323,2020-05-02
bolsonaro,2322,2020-05-02
question,2319,2020-05-02
members,2317,2020-05-02
masques,2312,2020-05-02
leadership,2312,2020-05-02
sont,2309,2020-05-02
web,2309,2020-05-02
return,2301,2020-05-02
spreading,2298,2020-05-02
mean,2298,2020-05-02
रह,2296,2020-05-02
और,2295,2020-05-02
almost,2295,2020-05-02
left,2292,2020-05-02
single,2291,2020-05-02
kids,2290,2020-05-02
poor,2287,2020-05-02
administration,2279,2020-05-02
positivos,2275,2020-05-02
line,2271,2020-05-02
2019,2271,2020-05-02
including,2270,2020-05-02
16,2268,2020-05-02
available,2268,2020-05-02
remember,2259,2020-05-02
italia,2257,2020-05-02
aquí,2249,2020-05-02
caused,2249,2020-05-02
mai,2246,2020-05-02
russia,2246,2020-05-02
official,2243,2020-05-02
party,2240,2020-05-02
sars,2239,2020-05-02
results,2236,2020-05-02
problem,2235,2020-05-02
citizens,2235,2020-05-02
yesterday,2229,2020-05-02
affected,2213,2020-05-02
all,2209,2020-05-02
low,2206,2020-05-02
reason,2203,2020-05-02
stupid,2201,2020-05-02
venezuela,2201,2020-05-02
else,2201,2020-05-02
infections,2200,2020-05-02
lied,2200,2020-05-02
instead,2198,2020-05-02
try,2195,2020-05-02
staysafe,2185,2020-05-02
current,2182,2020-05-02
mass,2179,2020-05-02
00,2174,2020-05-02
orders,2173,2020-05-02
fucking,2172,2020-05-02
vez,2172,2020-05-02
came,2169,2020-05-02
digital,2165,2020-05-02
looks,2165,2020-05-02
given,2163,2020-05-02
500,2161,2020-05-02
canada,2161,2020-05-02
action,2160,2020-05-02
unemployment,2159,2020-05-02
that,2158,2020-05-02
reporting,2154,2020-05-02
wave,2152,2020-05-02
outside,2152,2020-05-02
friday,2151,2020-05-02
living,2139,2020-05-02
billion,2139,2020-05-02
started,2134,2020-05-02
listen,2133,2020-05-02
group,2133,2020-05-02
positivo,2130,2020-05-02
argentina,2129,2020-05-02
wo,2128,2020-05-02
worst,2122,2020-05-02
talk,2116,2020-05-02
sense,2114,2020-05-02
ok,2114,2020-05-02
access,2112,2020-05-02
click,2110,2020-05-02
mal,2102,2020-05-02
residents,2101,2020-05-02
means,2098,2020-05-02
happen,2098,2020-05-02
oms,2091,2020-05-02
ça,2090,2020-05-02
vote,2090,2020-05-02
un,2086,2020-05-02
source,2085,2020-05-02
contre,2084,2020-05-02
helping,2083,2020-05-02
students,2080,2020-05-02
release,2077,2020-05-02
millones,2073,2020-05-02
deadly,2070,2020-05-02
freedom,2065,2020-05-02
ask,2062,2020-05-02
jobs,2060,2020-05-02
behind,2058,2020-05-02
course,2057,2020-05-02
finally,2056,2020-05-02
questions,2055,2020-05-02
able,2053,2020-05-02
facts,2053,2020-05-02
información,2053,2020-05-02
force,2051,2020-05-02
narendramodi,2050,2020-05-02
80,2049,2020-05-02
blood,2044,2020-05-02
fda,2039,2020-05-02
services,2037,2020-05-02
salir,2033,2020-05-02
front,2031,2020-05-02
red,2027,2020-05-02
thread,2027,2020-05-02
untuk,2027,2020-05-02
industry,2023,2020-05-02
bring,2021,2020-05-02
general,2021,2020-05-02
set,2018,2020-05-02
dice,2016,2020-05-02
delhi,2015,2020-05-02
list,2015,2020-05-02
dia,2012,2020-05-02
provide,2009,2020-05-02
count,2008,2020-05-02
close,2008,2020-05-02
ist,2004,2020-05-02
pruebas,1998,2020-05-02
70,1995,2020-05-02
scientists,1994,2020-05-02
tracing,1992,2020-05-02
heart,1992,2020-05-02
biden,1988,2020-05-02
ke,1986,2020-05-02
area,1985,2020-05-02
up,1984,2020-05-02
killed,1980,2020-05-02
ready,1978,2020-05-02
season,1975,2020-05-02
spain,1974,2020-05-02
ways,1968,2020-05-02
night,1968,2020-05-02
ils,1963,2020-05-02
happy,1961,2020-05-02
hai,1958,2020-05-02
name,1957,2020-05-02
message,1956,2020-05-02
கள,1953,2020-05-02
donald,1952,2020-05-02
schools,1947,2020-05-02
नह,1946,2020-05-02
employees,1944,2020-05-02
at,1943,2020-05-02
lol,1937,2020-05-02
trust,1932,2020-05-02
wow,1932,2020-05-02
eyes,1932,2020-05-02
hands,1932,2020-05-02
sent,1930,2020-05-02
act,1928,2020-05-02
black,1927,2020-05-02
aux,1926,2020-05-02
sono,1924,2020-05-02
probably,1923,2020-05-02
play,1921,2020-05-02
mejor,1920,2020-05-02
rest,1919,2020-05-02
huge,1919,2020-05-02
wearing,1918,2020-05-02
age,1917,2020-05-02
dies,1914,2020-05-02
fall,1912,2020-05-02
yg,1911,2020-05-02
move,1909,2020-05-02
run,1909,2020-05-02
washington,1909,2020-05-02
socialdistancing,1900,2020-05-02
hydroxychloroquine,1899,2020-05-02
crise,1898,2020-05-02
half,1896,2020-05-02
nueva,1893,2020-05-02
vaccines,1892,2020-05-02
ont,1892,2020-05-02
ao,1886,2020-05-02
women,1882,2020-05-02
law,1878,2020-05-02
pmoindia,1877,2020-05-02
tv,1875,2020-05-02
mental,1874,2020-05-02
actual,1874,2020-05-02
taken,1873,2020-05-02
contagio,1871,2020-05-02
datos,1870,2020-05-02
shut,1864,2020-05-02
opening,1864,2020-05-02
heading,1864,2020-05-02
allowed,1862,2020-05-02
needed,1862,2020-05-02
visit,1861,2020-05-02
novel,1860,2020-05-02
service,1857,2020-05-02
isolation,1857,2020-05-02
sábado,1854,2020-05-02
treat,1847,2020-05-02
nyc,1841,2020-05-02
sad,1840,2020-05-02
killing,1834,2020-05-02
ones,1833,2020-05-02
lie,1832,2020-05-02
though,1831,2020-05-02
buffett,1830,2020-05-02
frontline,1829,2020-05-02
light,1828,2020-05-02
vai,1825,2020-05-02
meat,1821,2020-05-02
favor,1821,2020-05-02
issues,1821,2020-05-02
especially,1816,2020-05-02
press,1816,2020-05-02
vs,1813,2020-05-02
parte,1813,2020-05-02
cover,1811,2020-05-02
company,1811,2020-05-02
wear,1810,2020-05-02
boris,1809,2020-05-02
rights,1808,2020-05-02
higher,1807,2020-05-02
tan,1807,2020-05-02
companies,1804,2020-05-02
figures,1803,2020-05-02
noticias,1803,2020-05-02
date,1798,2020-05-02
deal,1798,2020-05-02
della,1796,2020-05-02
democrats,1794,2020-05-02
mr,1794,2020-05-02
record,1794,2020-05-02
se,1789,2020-05-02
cut,1787,2020-05-02
international,1786,2020-05-02
foxnews,1783,2020-05-02
body,1783,2020-05-02
talking,1780,2020-05-02
isso,1780,2020-05-02
indian,1776,2020-05-02
michigan,1774,2020-05-02
gon,1773,2020-05-02
casi,1772,2020-05-02
efforts,1769,2020-05-02
lead,1768,2020-05-02
went,1768,2020-05-02
department,1767,2020-05-02
matter,1766,2020-05-02
mortes,1765,2020-05-02
donate,1762,2020-05-02
falta,1760,2020-05-02
heard,1760,2020-05-02
are,1760,2020-05-02
special,1757,2020-05-02
event,1757,2020-05-02
fase,1749,2020-05-02
happened,1745,2020-05-02
politics,1743,2020-05-02
5g,1742,2020-05-02
200,1740,2020-05-02
rules,1740,2020-05-02
moment,1738,2020-05-02
ppl,1737,2020-05-02
issue,1733,2020-05-02
já,1733,2020-05-02
kita,1730,2020-05-02
vamos,1729,2020-05-02
den,1729,2020-05-02
following,1727,2020-05-02
guys,1726,2020-05-02
viral,1725,2020-05-02
27,1724,2020-05-02
among,1718,2020-05-02
handling,1718,2020-05-02
records,1717,2020-05-02
protest,1717,2020-05-02
thinking,1717,2020-05-02
wonder,1717,2020-05-02
critical,1713,2020-05-02
facebook,1711,2020-05-02
leave,1711,2020-05-02
active,1711,2020-05-02
clear,1709,2020-05-02
600,1708,2020-05-02
released,1708,2020-05-02
giving,1703,2020-05-02
security,1700,2020-05-02
comes,1697,2020-05-02
pessoas,1695,2020-05-02
buy,1694,2020-05-02
tener,1694,2020-05-02
gatewaypundit,1694,2020-05-02
países,1693,2020-05-02
plans,1690,2020-05-02
worth,1689,2020-05-02
blame,1686,2020-05-02
im,1685,2020-05-02
als,1683,2020-05-02
center,1683,2020-05-02
georgia,1682,2020-05-02
prevent,1676,2020-05-02
sector,1673,2020-05-02
virtual,1673,2020-05-02
office,1671,2020-05-02
key,1671,2020-05-02
reveals,1664,2020-05-02
education,1663,2020-05-02
frente,1663,2020-05-02
zero,1661,2020-05-02
leader,1657,2020-05-02
website,1655,2020-05-02
só,1654,2020-05-02
29,1654,2020-05-02
vulnerable,1653,2020-05-02
agree,1652,2020-05-02
financial,1650,2020-05-02
esse,1649,2020-05-02
21,1647,2020-05-02
después,1646,2020-05-02
gives,1644,2020-05-02
took,1644,2020-05-02
governo,1644,2020-05-02
worldwide,1642,2020-05-02
médicos,1641,2020-05-02
propaganda,1639,2020-05-02
demand,1639,2020-05-02
victims,1634,2020-05-02
er,1633,2020-05-02
lying,1633,2020-05-02
lockdownindia,1632,2020-05-02
loss,1632,2020-05-02
morning,1632,2020-05-02
book,1632,2020-05-02
conspiracy,1631,2020-05-02
madrid,1628,2020-05-02
infectados,1626,2020-05-02
bu,1625,2020-05-02
aid,1622,2020-05-02
imagine,1619,2020-05-02
bir,1618,2020-05-02
till,1617,2020-05-02
reality,1617,2020-05-02
mind,1614,2020-05-02
germany,1611,2020-05-02
forward,1607,2020-05-02
forget,1605,2020-05-02
serious,1604,2020-05-02
tout,1604,2020-05-02
fait,1603,2020-05-02
dari,1603,2020-05-02
quédateencasa,1601,2020-05-02
maga,1600,2020-05-02
san,1600,2020-05-02
running,1599,2020-05-02
monde,1599,2020-05-02
moving,1599,2020-05-02
centre,1598,2020-05-02
tiempo,1598,2020-05-02
late,1596,2020-05-02
chance,1595,2020-05-02
pakistan,1594,2020-05-02
guy,1592,2020-05-02
continues,1591,2020-05-02
semana,1591,2020-05-02
faire,1590,2020-05-02
nicht,1590,2020-05-02
co,1588,2020-05-02
1st,1587,2020-05-02
kind,1584,2020-05-02
advice,1583,2020-05-02
amazing,1583,2020-05-02
id,1580,2020-05-02
details,1579,2020-05-02
common,1576,2020-05-02
cancer,1575,2020-05-02
not,1572,2020-05-02
hand,1569,2020-05-02
level,1569,2020-05-02
lack,1566,2020-05-02
tiempos,1565,2020-05-02
emergencia,1564,2020-05-02
takes,1561,2020-05-02
situación,1561,2020-05-02
dont,1556,2020-05-02
indiafightscorona,1556,2020-05-02
healthy,1556,2020-05-02
coronavirus,197746,2020-06-07
covid,162570,2020-06-07
19,152674,2020-06-07
covid19,144295,2020-06-07
cases,36179,2020-06-07
people,31884,2020-06-07
amp,27826,2020-06-07
new,26875,2020-06-07
pandemic,20644,2020-06-07
deaths,18535,2020-06-07
casos,18274,2020-06-07
via,17244,2020-06-07
us,16789,2020-06-07
000,16738,2020-06-07
virus,15971,2020-06-07
news,15405,2020-06-07
da,15262,2020-06-07
trump,14443,2020-06-07
like,14106,2020-06-07
health,13651,2020-06-07
one,13368,2020-06-07
2020,12906,2020-06-07
lockdown,12864,2020-06-07
get,12604,2020-06-07
china,12573,2020-06-07
world,12290,2020-06-07
time,11730,2020-06-07
si,11714,2020-06-07
death,11611,2020-06-07
total,11588,2020-06-07
realdonaldtrump,10335,2020-06-07
di,10236,2020-06-07
india,10165,2020-06-07
day,9820,2020-06-07
protests,9653,2020-06-07
government,9650,2020-06-07
não,9564,2020-06-07
still,9508,2020-06-07
pandemia,9483,2020-06-07
corona,9452,2020-06-07
please,9079,2020-06-07
crisis,9021,2020-06-07
would,8902,2020-06-07
know,8894,2020-06-07
em,8658,2020-06-07
many,8521,2020-06-07
help,8509,2020-06-07
need,8508,2020-06-07
see,8398,2020-06-07
go,8335,2020-06-07
due,8262,2020-06-07
na,8208,2020-06-07
brasil,8122,2020-06-07
going,7966,2020-06-07
social,7922,2020-06-07
today,7635,2020-06-07
could,7439,2020-06-07
june,7399,2020-06-07
home,7368,2020-06-07
even,7361,2020-06-07
uk,7314,2020-06-07
lives,7258,2020-06-07
positive,7247,2020-06-07
country,7217,2020-06-07
24,7144,2020-06-07
read,7132,2020-06-07
il,7114,2020-06-07
good,7110,2020-06-07
com,7108,2020-06-07
may,7073,2020-06-07
back,7015,2020-06-07
10,6955,2020-06-07
spread,6885,2020-06-07
also,6798,2020-06-07
state,6764,2020-06-07
take,6710,2020-06-07
global,6693,2020-06-07
test,6593,2020-06-07
per,6554,2020-06-07
says,6515,2020-06-07
care,6505,2020-06-07
work,6435,2020-06-07
patients,6433,2020-06-07
die,6432,2020-06-07
black,6408,2020-06-07
think,6386,2020-06-07
data,6375,2020-06-07
number,6288,2020-06-07
