term,amount,date
het,2536,2020-04-01
etc,2532,2020-04-01
company,2526,2020-04-01
advice,2518,2020-04-01
hours,2515,2020-04-01
less,2515,2020-04-01
equipment,2512,2020-04-01
rest,2512,2020-04-01
left,2505,2020-04-01
talk,2505,2020-04-01
law,2499,2020-04-01
hindi,2499,2020-04-01
press,2497,2020-04-01
able,2494,2020-04-01
all,2490,2020-04-01
blame,2488,2020-04-01
treatment,2488,2020-04-01
patient,2488,2020-04-01
try,2486,2020-04-01
resources,2485,2020-04-01
minister,2484,2020-04-01
seriously,2483,2020-04-01
la,2483,2020-04-01
mil,2482,2020-04-01
petition,2481,2020-04-01
students,2470,2020-04-01
nurses,2465,2020-04-01
días,2464,2020-04-01
including,2464,2020-04-01
web,2463,2020-04-01
mean,2453,2020-04-01
thousands,2445,2020-04-01
méxico,2434,2020-04-01
infection,2432,2020-04-01
lang,2425,2020-04-01
population,2420,2020-04-01
avec,2420,2020-04-01
united,2419,2020-04-01
gon,2419,2020-04-01
normal,2410,2020-04-01
companies,2405,2020-04-01
seen,2401,2020-04-01
donate,2401,2020-04-01
for,2400,2020-04-01
cómo,2396,2020-04-01
coronavirusoutbreak,2391,2020-04-01
hear,2391,2020-04-01
nyc,2387,2020-04-01
line,2386,2020-04-01
guys,2384,2020-04-01
fox,2377,2020-04-01
500,2376,2020-04-01
shut,2375,2020-04-01
understand,2374,2020-04-01
russia,2371,2020-04-01
safety,2368,2020-04-01
threat,2366,2020-04-01
wtf,2358,2020-04-01
spain,2357,2020-04-01
millions,2355,2020-04-01
foxnews,2353,2020-04-01
पर,2350,2020-04-01
fact,2345,2020-04-01
serious,2345,2020-04-01
muertes,2341,2020-04-01
at,2339,2020-04-01
tv,2329,2020-04-01
vida,2328,2020-04-01
kits,2327,2020-04-01
lying,2314,2020-04-01
sir,2313,2020-04-01
años,2311,2020-04-01
idea,2307,2020-04-01
sont,2307,2020-04-01
venezuela,2306,2020-04-01
talking,2296,2020-04-01
started,2295,2020-04-01
iran,2292,2020-04-01
closed,2292,2020-04-01
stupid,2289,2020-04-01
untuk,2286,2020-04-01
happy,2282,2020-04-01
ou,2277,2020-04-01
lol,2267,2020-04-01
front,2267,2020-04-01
different,2258,2020-04-01
democrats,2258,2020-04-01
covid2019,2257,2020-04-01
power,2254,2020-04-01
january,2252,2020-04-01
ko,2249,2020-04-01
low,2247,2020-04-01
leave,2242,2020-04-01
shows,2239,2020-04-01
three,2238,2020-04-01
hey,2238,2020-04-01
citizens,2230,2020-04-01
members,2228,2020-04-01
menos,2227,2020-04-01
sorry,2223,2020-04-01
nigeria,2223,2020-04-01
drug,2222,2020-04-01
aquí,2221,2020-04-01
21,2219,2020-04-01
hand,2217,2020-04-01
yesterday,2208,2020-04-01
hi,2203,2020-04-01
kids,2199,2020-04-01
taken,2198,2020-04-01
aux,2197,2020-04-01
1st,2196,2020-04-01
aid,2189,2020-04-01
set,2188,2020-04-01
fear,2180,2020-04-01
morning,2180,2020-04-01
crise,2176,2020-04-01
gets,2173,2020-04-01
industry,2171,2020-04-01
employees,2166,2020-04-01
issue,2164,2020-04-01
ok,2160,2020-04-01
en,2160,2020-04-01
prevent,2159,2020-04-01
28,2154,2020-04-01
efforts,2154,2020-04-01
cuomo,2148,2020-04-01
despite,2144,2020-04-01
nuevos,2142,2020-04-01
issues,2141,2020-04-01
market,2136,2020-04-01
name,2131,2020-04-01
message,2130,2020-04-01
wo,2129,2020-04-01
adam,2127,2020-04-01
biden,2125,2020-04-01
group,2119,2020-04-01
mejor,2109,2020-04-01
giving,2109,2020-04-01
sense,2105,2020-04-01
leadership,2102,2020-04-01
given,2099,2020-04-01
seems,2092,2020-04-01
guy,2092,2020-04-01
leaders,2090,2020-04-01
security,2090,2020-04-01
wants,2087,2020-04-01
reason,2087,2020-04-01
europe,2086,2020-04-01
second,2084,2020-04-01
task,2079,2020-04-01
lt,2076,2020-04-01
finally,2074,2020-04-01
heart,2066,2020-04-01
04,2066,2020-04-01
dia,2062,2020-04-01
history,2062,2020-04-01
affected,2059,2020-04-01
political,2058,2020-04-01
poor,2057,2020-04-01
thread,2057,2020-04-01
means,2052,2020-04-01
reporting,2052,2020-04-01
facebook,2050,2020-04-01
access,2048,2020-04-01
uma,2047,2020-04-01
narendramodi,2046,2020-04-01
fallecidos,2046,2020-04-01
funny,2045,2020-04-01
wednesday,2037,2020-04-01
likely,2035,2020-04-01
cancelled,2031,2020-04-01
hold,2025,2020-04-01
blood,2022,2020-04-01
hell,2020,2020-04-01
party,2018,2020-04-01
future,2018,2020-04-01
went,2009,2020-04-01
past,2008,2020-04-01
send,2005,2020-04-01
course,2004,2020-04-01
behind,2003,2020-04-01
situación,1997,2020-04-01
damn,1996,2020-04-01
living,1996,2020-04-01
और,1995,2020-04-01
office,1991,2020-04-01
bu,1986,2020-04-01
vulnerable,1985,2020-04-01
16,1982,2020-04-01
late,1977,2020-04-01
brasil,1977,2020-04-01
based,1971,2020-04-01
visit,1970,2020-04-01
critical,1970,2020-04-01
calls,1970,2020-04-01
protective,1967,2020-04-01
bir,1967,2020-04-01
especially,1964,2020-04-01
mo,1964,2020-04-01
que,1962,2020-04-01
ones,1960,2020-04-01
nuevo,1959,2020-04-01
pacientes,1957,2020-04-01
science,1953,2020-04-01
frontline,1946,2020-04-01
ayuda,1945,2020-04-01
increase,1945,2020-04-01
amazing,1943,2020-04-01
2019,1939,2020-04-01
im,1937,2020-04-01
financial,1937,2020-04-01
campaign,1936,2020-04-01
allah,1931,2020-04-01
become,1929,2020-04-01
probably,1929,2020-04-01
rise,1925,2020-04-01
canada,1922,2020-04-01
ba,1914,2020-04-01
17,1910,2020-04-01
ke,1908,2020-04-01
orders,1907,2020-04-01
cada,1905,2020-04-01
desa,1904,2020-04-01
absolutely,1900,2020-04-01
favor,1900,2020-04-01
moment,1900,2020-04-01
contre,1896,2020-04-01
waiting,1894,2020-04-01
happen,1892,2020-04-01
military,1892,2020-04-01
wear,1891,2020-04-01
kind,1890,2020-04-01
ppl,1888,2020-04-01
información,1884,2020-04-01
california,1880,2020-04-01
wimbledon,1879,2020-04-01
almost,1876,2020-04-01
key,1874,2020-04-01
ny,1874,2020-04-01
deal,1874,2020-04-01
40,1869,2020-04-01
ass,1866,2020-04-01
recovered,1864,2020-04-01
happening,1861,2020-04-01
calling,1858,2020-04-01
study,1856,2020-04-01
thinking,1855,2020-04-01
lie,1854,2020-04-01
delhi,1853,2020-04-01
stayhomesavelives,1853,2020-04-01
ça,1853,2020-04-01
tan,1849,2020-04-01
website,1849,2020-04-01
cover,1847,2020-04-01
intelligence,1847,2020-04-01
00,1846,2020-04-01
pakistan,1846,2020-04-01
goes,1846,2020-04-01
frente,1843,2020-04-01
took,1841,2020-04-01
tax,1840,2020-04-01
emergencia,1839,2020-04-01
sars,1836,2020-04-01
australia,1832,2020-04-01
dios,1832,2020-04-01
ready,1832,2020-04-01
mal,1822,2020-04-01
jobs,1819,2020-04-01
list,1818,2020-04-01
lack,1817,2020-04-01
run,1816,2020-04-01
women,1814,2020-04-01
according,1813,2020-04-01
healthy,1812,2020-04-01
play,1806,2020-04-01
residents,1806,2020-04-01
vp,1804,2020-04-01
pence,1804,2020-04-01
países,1803,2020-04-01
imagine,1803,2020-04-01
covid19pandemic,1800,2020-04-01
bring,1797,2020-04-01
facts,1796,2020-04-01
that,1795,2020-04-01
came,1794,2020-04-01
single,1791,2020-04-01
ils,1791,2020-04-01
biggest,1788,2020-04-01
un,1787,2020-04-01
millones,1786,2020-04-01
vs,1784,2020-04-01
break,1784,2020-04-01
looks,1782,2020-04-01
inside,1781,2020-04-01
hate,1779,2020-04-01
novel,1779,2020-04-01
sent,1777,2020-04-01
age,1775,2020-04-01
tips,1773,2020-04-01
entire,1771,2020-04-01
up,1771,2020-04-01
asked,1768,2020-04-01
60,1767,2020-04-01
pruebas,1766,2020-04-01
attention,1762,2020-04-01
though,1761,2020-04-01
interesting,1759,2020-04-01
david,1756,2020-04-01
release,1756,2020-04-01
fauci,1753,2020-04-01
slow,1750,2020-04-01
center,1746,2020-04-01
contagiados,1738,2020-04-01
mike,1737,2020-04-01
ist,1735,2020-04-01
dice,1734,2020-04-01
dont,1734,2020-04-01
ways,1734,2020-04-01
niyo,1733,2020-04-01
cuba,1733,2020-04-01
rent,1732,2020-04-01
official,1732,2020-04-01
answer,1731,2020-04-01
dangerous,1730,2020-04-01
trust,1729,2020-04-01
mental,1726,2020-04-01
friend,1726,2020-04-01
mar,1725,2020-04-01
whitehouse,1719,2020-04-01
takes,1713,2020-04-01
vez,1711,2020-04-01
โคว,1710,2020-04-01
pra,1708,2020-04-01
pelosi,1705,2020-04-01
22,1704,2020-04-01
staying,1702,2020-04-01
kita,1701,2020-04-01
asking,1695,2020-04-01
hai,1692,2020-04-01
momento,1692,2020-04-01
anti,1692,2020-04-01
following,1689,2020-04-01
telling,1689,2020-04-01
parte,1688,2020-04-01
vote,1684,2020-04-01
proud,1684,2020-04-01
argentina,1683,2020-04-01
noticias,1682,2020-04-01
wish,1679,2020-04-01
dari,1677,2020-04-01
wuhanvirus,1677,2020-04-01
coronavirusupdates,1676,2020-04-01
ada,1675,2020-04-01
mom,1675,2020-04-01
den,1675,2020-04-01
outside,1673,2020-04-01
scientists,1672,2020-04-01
running,1671,2020-04-01
chief,1670,2020-04-01
dear,1670,2020-04-01
buy,1670,2020-04-01
words,1668,2020-04-01
held,1666,2020-04-01
virtual,1666,2020-04-01
mind,1665,2020-04-01
pray,1664,2020-04-01
número,1658,2020-04-01
bolsonaro,1655,2020-04-01
huge,1654,2020-04-01
putting,1654,2020-04-01
confirmados,1650,2020-04-01
infections,1649,2020-04-01
sector,1648,2020-04-01
leader,1646,2020-04-01
currently,1642,2020-04-01
speakerpelosi,1636,2020-04-01
saw,1636,2020-04-01
woman,1636,2020-04-01
keeping,1635,2020-04-01
stimulus,1635,2020-04-01
period,1633,2020-04-01
area,1633,2020-04-01
matter,1632,2020-04-01
tem,1631,2020-04-01
korea,1631,2020-04-01
lead,1631,2020-04-01
240,1626,2020-04-01
africa,1625,2020-04-01
pmoindia,1624,2020-04-01
clear,1624,2020-04-01
special,1623,2020-04-01
alone,1622,2020-04-01
digital,1622,2020-04-01
stock,1620,2020-04-01
reality,1619,2020-04-01
rip,1618,2020-04-01
san,1617,2020-04-01
msnbc,1615,2020-04-01
date,1614,2020-04-01
forget,1614,2020-04-01
cut,1613,2020-04-01
worldwide,1612,2020-04-01
tiempo,1612,2020-04-01
protection,1612,2020-04-01
ont,1607,2020-04-01
yeah,1606,2020-04-01
joe,1606,2020-04-01
mit,1605,2020-04-01
washington,1604,2020-04-01
naman,1604,2020-04-01
word,1603,2020-04-01
nice,1603,2020-04-01
warns,1602,2020-04-01
announced,1598,2020-04-01
source,1597,2020-04-01
guess,1597,2020-04-01
co,1595,2020-04-01
demand,1594,2020-04-01
mundial,1594,2020-04-01
27,1593,2020-04-01
vamos,1592,2020-04-01
head,1591,2020-04-01
germany,1590,2020-04-01
ao,1589,2020-04-01
comes,1584,2020-04-01
tomorrow,1583,2020-04-01
zero,1583,2020-04-01
epidemic,1579,2020-04-01
webinar,1578,2020-04-01
failure,1576,2020-04-01
combat,1576,2020-04-01
cas,1569,2020-04-01
bank,1566,2020-04-01
move,1565,2020-04-01
comment,1565,2020-04-01
tiempos,1560,2020-04-01
mr,1558,2020-04-01
contagios,1553,2020-04-01
restrictions,1552,2020-04-01
fait,1550,2020-04-01
er,1549,2020-04-01
mass,1549,2020-04-01
contagio,1545,2020-04-01
faire,1544,2020-04-01
responsible,1542,2020-04-01
policy,1540,2020-04-01
supply,1539,2020-04-01
london,1536,2020-04-01
pass,1531,2020-04-01
climate,1530,2020-04-01
nytimes,1521,2020-04-01
night,1520,2020-04-01
markets,1517,2020-04-01
killing,1513,2020-04-01
results,1512,2020-04-01
wake,1509,2020-04-01
kung,1509,2020-04-01
obama,1506,2020-04-01
positivo,1505,2020-04-01
caused,1504,2020-04-01
evitar,1503,2020-04-01
ship,1501,2020-04-01
young,1501,2020-04-01
idiot,1500,2020-04-01
internet,1499,2020-04-01
indonesia,1498,2020-04-01
coronavirus,297595,2020-03-28
covid19,143953,2020-03-28
19,116645,2020-03-28
covid,116419,2020-03-28
nan,85666,2020-03-28
people,38209,2020-03-28
amp,31501,2020-03-28
via,29947,2020-03-28
trump,28278,2020-03-28
cases,26648,2020-03-28
new,25723,2020-03-28
us,25339,2020-03-28
virus,23853,2020-03-28
pandemic,21008,2020-03-28
like,19236,2020-03-28
china,18887,2020-03-28
get,18597,2020-03-28
one,17662,2020-03-28
news,17118,2020-03-28
time,16412,2020-03-28
si,16186,2020-03-28
help,16145,2020-03-28
home,16126,2020-03-28
world,15798,2020-03-28
000,14821,2020-03-28
need,14727,2020-03-28
please,14710,2020-03-28
di,14484,2020-03-28
covid_19,14248,2020-03-28
health,14020,2020-03-28
stay,13862,2020-03-28
test,13791,2020-03-28
crisis,13570,2020-03-28
realdonaldtrump,13549,2020-03-28
et,13464,2020-03-28
lockdown,12978,2020-03-28
il,12783,2020-03-28
corona,12607,2020-03-28
would,12329,2020-03-28
know,12251,2020-03-28
deaths,11694,2020-03-28
positive,11523,2020-03-28
good,11206,2020-03-28
des,10927,2020-03-28
da,10722,2020-03-28
see,10673,2020-03-28
medical,10472,2020-03-28
go,10439,2020-03-28
est,10384,2020-03-28
na,10207,2020-03-28
du,10025,2020-03-28
fight,10001,2020-03-28
government,9896,2020-03-28
first,9823,2020-03-28
2020,9769,2020-03-28
going,9720,2020-03-28
death,9664,2020-03-28
die,9647,2020-03-28
day,9552,2020-03-28
many,9547,2020-03-28
take,9370,2020-03-28
casos,9370,2020-03-28
spread,9312,2020-03-28
still,9276,2020-03-28
even,9216,2020-03-28
country,9164,2020-03-28
could,9155,2020-03-28
state,8924,2020-03-28
per,8740,2020-03-28
coronalockdown,8738,2020-03-28
right,8716,2020-03-28
think,8699,2020-03-28
work,8663,2020-03-28
due,8575,2020-03-28
let,8557,2020-03-28
hospital,8534,2020-03-28
make,8494,2020-03-28
well,8374,2020-03-28
the,8354,2020-03-28
masks,8333,2020-03-28
may,8324,2020-03-28
patients,8294,2020-03-28
quarantine,8140,2020-03-28
