term,amount,date
live,8370,2020-06-30
social,8080,2020-06-30
read,7965,2020-06-30
say,7930,2020-06-30
well,7907,2020-06-30
want,7811,2020-06-30
july,7776,2020-06-30
patients,7634,2020-06-30
let,7620,2020-06-30
dr,7567,2020-06-30
way,7521,2020-06-30
uk,7367,2020-06-30
june,7355,2020-06-30
response,7340,2020-06-30
tests,7230,2020-06-30
really,7227,2020-06-30
much,7170,2020-06-30
americans,7153,2020-06-30
per,7111,2020-06-30
support,6996,2020-06-30
come,6967,2020-06-30
year,6953,2020-06-30
stop,6933,2020-06-30
data,6877,2020-06-30
face,6848,2020-06-30
tested,6811,2020-06-30
die,6799,2020-06-30
keep,6771,2020-06-30
last,6740,2020-06-30
stay,6734,2020-06-30
since,6705,2020-06-30
safe,6642,2020-06-30
county,6600,2020-06-30
et,6592,2020-06-30
america,6281,2020-06-30
great,6229,2020-06-30
economy,6222,2020-06-30
days,6185,2020-06-30
hospital,6126,2020-06-30
daily,6122,2020-06-30
lives,6064,2020-06-30
business,6037,2020-06-30
everyone,6033,2020-06-30
yet,6004,2020-06-30
number,5982,2020-06-30
ang,5967,2020-06-30
risk,5938,2020-06-30
life,5848,2020-06-30
sa,5829,2020-06-30
post,5781,2020-06-30
times,5776,2020-06-30
president,5774,2020-06-30
got,5771,2020-06-30
global,5737,2020-06-30
em,5736,2020-06-30
latest,5731,2020-06-30
to,5725,2020-06-30
update,5699,2020-06-30
usa,5668,2020-06-30
salud,5650,2020-06-30
every,5645,2020-06-30
months,5629,2020-06-30
two,5628,2020-06-30
must,5625,2020-06-30
another,5598,2020-06-30
control,5595,2020-06-30
20,5583,2020-06-30
rate,5579,2020-06-30
outbreak,5559,2020-06-30
du,5550,2020-06-30
amid,5383,2020-06-30
look,5344,2020-06-30
countries,5310,2020-06-30
real,5285,2020-06-30
better,5257,2020-06-30
around,5238,2020-06-30
24,5235,2020-06-30
texas,5228,2020-06-30
week,5227,2020-06-30
nuevos,5211,2020-06-30
million,5199,2020-06-30
close,5179,2020-06-30
impact,5169,2020-06-30
gt,5154,2020-06-30
ca,5152,2020-06-30
next,5128,2020-06-30
spike,5108,2020-06-30
numbers,5106,2020-06-30
flu,5091,2020-06-30
case,5083,2020-06-30
eu,5076,2020-06-30
des,5047,2020-06-30
never,5044,2020-06-30
use,5032,2020-06-30
covid_19,4995,2020-06-30
wearing,4988,2020-06-30
com,4980,2020-06-30
plan,4954,2020-06-30
in,4941,2020-06-30
best,4924,2020-06-30
open,4924,2020-06-30
florida,4912,2020-06-30
school,4872,2020-06-30
free,4848,2020-06-30
getting,4847,2020-06-30
il,4824,2020-06-30
made,4799,2020-06-30
leicester,4793,2020-06-30
de,4775,2020-06-30
15,4764,2020-06-30
local,4756,2020-06-30
dan,4711,2020-06-30
man,4705,2020-06-30
thanks,4681,2020-06-30
city,4668,2020-06-30
updates,4647,2020-06-30
29,4643,2020-06-30
hit,4618,2020-06-30
workers,4604,2020-06-30
american,4603,2020-06-30
gop,4573,2020-06-30
recovery,4566,2020-06-30
check,4536,2020-06-30
est,4493,2020-06-30
medical,4461,2020-06-30
surge,4459,2020-06-30
put,4446,2020-06-30
family,4445,2020-06-30
personas,4445,2020-06-30
money,4426,2020-06-30
long,4416,2020-06-30
travel,4413,2020-06-30
pm,4380,2020-06-30
ve,4366,2020-06-30
human,4340,2020-06-30
mil,4331,2020-06-30
thank,4324,2020-06-30
reopening,4321,2020-06-30
media,4287,2020-06-30
watch,4263,2020-06-30
thing,4259,2020-06-30
protect,4250,2020-06-30
california,4240,2020-06-30
done,4233,2020-06-30
não,4180,2020-06-30
governor,4169,2020-06-30
died,4165,2020-06-30
país,4141,2020-06-30
part,4103,2020-06-30
video,4098,2020-06-30
students,4097,2020-06-30
confirmed,4091,2020-06-30
high,4090,2020-06-30
community,4067,2020-06-30
weeks,4065,2020-06-30
report,4053,2020-06-30
end,4040,2020-06-30
businesses,4032,2020-06-30
ser,4029,2020-06-30
working,4004,2020-06-30
reported,4003,2020-06-30
without,3995,2020-06-30
already,3989,2020-06-30
start,3988,2020-06-30
ka,3976,2020-06-30
and,3969,2020-06-30
nothing,3956,2020-06-30
children,3956,2020-06-30
follow,3955,2020-06-30
online,3954,2020-06-30
job,3929,2020-06-30
ng,3926,2020-06-30
bad,3908,2020-06-30
needs,3902,2020-06-30
call,3902,2020-06-30
hope,3891,2020-06-30
rise,3887,2020-06-30
years,3881,2020-06-30
worst,3879,2020-06-30
find,3877,2020-06-30
fight,3849,2020-06-30
pour,3847,2020-06-30
things,3843,2020-06-30
experts,3839,2020-06-30
contagios,3839,2020-06-30
mundo,3827,2020-06-30
top,3824,2020-06-30
person,3822,2020-06-30
hoy,3822,2020-06-30
important,3822,2020-06-30
drug,3813,2020-06-30
warns,3807,2020-06-30
big,3802,2020-06-30
economic,3768,2020-06-30
anyone,3758,2020-06-30
cdc,3739,2020-06-30
gov,3737,2020-06-30
biden,3734,2020-06-30
sure,3713,2020-06-30
continue,3696,2020-06-30
mais,3679,2020-06-30
national,3643,2020-06-30
away,3641,2020-06-30
coming,3626,2020-06-30
enough,3622,2020-06-30
schools,3620,2020-06-30
bars,3616,2020-06-30
distancing,3614,2020-06-30
across,3594,2020-06-30
non,3589,2020-06-30
oh,3578,2020-06-30
show,3540,2020-06-30
making,3527,2020-06-30
disease,3522,2020-06-30
give,3517,2020-06-30
information,3502,2020-06-30
staff,3497,2020-06-30
gobierno,3490,2020-06-30
article,3483,2020-06-30
safety,3473,2020-06-30
research,3469,2020-06-30
population,3461,2020-06-30
full,3460,2020-06-30
far,3460,2020-06-30
tuesday,3454,2020-06-30
shit,3445,2020-06-30
medidas,3444,2020-06-30
ever,3438,2020-06-30
74thpolriberbakti,3406,2020-06-30
increase,3394,2020-06-30
believe,3394,2020-06-30
quarantine,3377,2020-06-30
something,3376,2020-06-30
reports,3372,2020-06-30
12,3369,2020-06-30
learn,3365,2020-06-30
of,3355,2020-06-30
change,3350,2020-06-30
youtube,3348,2020-06-30
soon,3345,2020-06-30
14,3338,2020-06-30
muertes,3337,2020-06-30
second,3322,2020-06-30
hospitals,3313,2020-06-30
infected,3306,2020-06-30
taking,3302,2020-06-30
team,3298,2020-06-30
love,3293,2020-06-30
tell,3292,2020-06-30
science,3287,2020-06-30
infections,3273,2020-06-30
least,3269,2020-06-30
trying,3258,2020-06-30
situation,3254,2020-06-30
dos,3245,2020-06-30
gente,3237,2020-06-30
arizona,3235,2020-06-30
hard,3232,2020-06-30
breaking,3232,2020-06-30
fuck,3226,2020-06-30
healthcare,3224,2020-06-30
25,3221,2020-06-30
place,3217,2020-06-30
join,3209,2020-06-30
god,3206,2020-06-30
wrong,3205,2020-06-30
others,3201,2020-06-30
méxico,3198,2020-06-30
yes,3176,2020-06-30
pas,3169,2020-06-30
sick,3167,2020-06-30
someone,3164,2020-06-30
ahora,3154,2020-06-30
fucking,3151,2020-06-30
18,3149,2020-06-30
officials,3147,2020-06-30
positivo,3145,2020-06-30
cuarentena,3132,2020-06-30
infection,3123,2020-06-30
50,3114,2020-06-30
jobs,3108,2020-06-30
pay,3099,2020-06-30
pacientes,3080,2020-06-30
food,3080,2020-06-30
future,3077,2020-06-30
au,3077,2020-06-30
restrictions,3069,2020-06-30
en,3067,2020-06-30
contact,3055,2020-06-30
story,3048,2020-06-30
it,3048,2020-06-30
la,3047,2020-06-30
symptoms,3043,2020-06-30
pa,3019,2020-06-30
une,3018,2020-06-30
everything,3014,2020-06-30
treatment,3006,2020-06-30
this,3003,2020-06-30
remdesivir,2996,2020-06-30
york,2989,2020-06-30
might,2989,2020-06-30
dead,2989,2020-06-30
recovered,2958,2020-06-30
market,2955,2020-06-30
día,2933,2020-06-30
key,2927,2020-06-30
including,2920,2020-06-30
lot,2907,2020-06-30
11,2904,2020-06-30
actually,2886,2020-06-30
less,2868,2020-06-30
través,2866,2020-06-30
no,2866,2020-06-30
normal,2864,2020-06-30
va,2861,2020-06-30
together,2861,2020-06-30
you,2854,2020-06-30
brasil,2849,2020-06-30
spreading,2845,2020-06-30
covidー19,2845,2020-06-30
system,2830,2020-06-30
el,2828,2020-06-30
kids,2825,2020-06-30
united,2824,2020-06-30
black,2822,2020-06-30
thought,2813,2020-06-30
solo,2808,2020-06-30
canada,2798,2020-06-30
junio,2791,2020-06-30
mas,2791,2020-06-30
rt,2789,2020-06-30
oms,2788,2020-06-30
saying,2777,2020-06-30
order,2775,2020-06-30
wave,2770,2020-06-30
yang,2768,2020-06-30
40,2767,2020-06-30
march,2763,2020-06-30
save,2758,2020-06-30
así,2755,2020-06-30
16,2747,2020-06-30
protests,2734,2020-06-30
is,2731,2020-06-30
old,2716,2020-06-30
06,2716,2020-06-30
ke,2715,2020-06-30
point,2714,2020-06-30
bbc,2710,2020-06-30
stupid,2707,2020-06-30
share,2707,2020-06-30
told,2705,2020-06-30
maybe,2695,2020-06-30
season,2689,2020-06-30
sur,2686,2020-06-30
early,2685,2020-06-30
always,2677,2020-06-30
shows,2667,2020-06-30
um,2661,2020-06-30
plus,2656,2020-06-30
anything,2654,2020-06-30
closed,2642,2020-06-30
lost,2641,2020-06-30
ll,2639,2020-06-30
house,2633,2020-06-30
record,2629,2020-06-30
govt,2625,2020-06-30
looking,2622,2020-06-30
found,2621,2020-06-30
500,2621,2020-06-30
study,2621,2020-06-30
shut,2619,2020-06-30
measures,2617,2020-06-30
paul,2616,2020-06-30
plans,2609,2020-06-30
education,2606,2020-06-30
feel,2604,2020-06-30
reopen,2591,2020-06-30
venezuela,2586,2020-06-30
south,2576,2020-06-30
worse,2576,2020-06-30
following,2576,2020-06-30
month,2575,2020-06-30
understand,2575,2020-06-30
untuk,2570,2020-06-30
set,2564,2020-06-30
link,2563,2020-06-30
fallecidos,2552,2020-06-30
three,2547,2020-06-30
leadership,2541,2020-06-30
we,2530,2020-06-30
tiktok,2529,2020-06-30
doctor,2520,2020-06-30
white,2508,2020-06-30
mean,2500,2020-06-30
cause,2493,2020-06-30
using,2493,2020-06-30
positivos,2491,2020-06-30
nuevo,2483,2020-06-30
mo,2476,2020-06-30
despite,2471,2020-06-30
kill,2469,2020-06-30
available,2464,2020-06-30
fall,2462,2020-06-30
remember,2458,2020-06-30
hands,2456,2020-06-30
thousands,2455,2020-06-30
blame,2451,2020-06-30
puede,2445,2020-06-30
small,2439,2020-06-30
called,2426,2020-06-30
lockdownextension,2424,2020-06-30
info,2418,2020-06-30
possible,2411,2020-06-30
van,2406,2020-06-30
political,2405,2020-06-30
vote,2398,2020-06-30
narendramodi,2398,2020-06-30
russia,2391,2020-06-30
listen,2389,2020-06-30
matter,2385,2020-06-30
cnn,2384,2020-06-30
bill,2384,2020-06-30
app,2379,2020-06-30
chinese,2372,2020-06-30
wait,2366,2020-06-30
00,2363,2020-06-30
based,2362,2020-06-30
san,2361,2020-06-30
nation,2360,2020-06-30
reason,2355,2020-06-30
27,2355,2020-06-30
results,2353,2020-06-30
current,2351,2020-06-30
confirmados,2346,2020-06-30
ago,2344,2020-06-30
wo,2338,2020-06-30
13,2338,2020-06-30
kalaban,2338,2020-06-30
rand,2335,2020-06-30
ba,2327,2020-06-30
used,2323,2020-06-30
return,2321,2020-06-30
little,2318,2020-06-30
mayor,2318,2020-06-30
past,2311,2020-06-30
doctors,2308,2020-06-30
wow,2305,2020-06-30
dying,2302,2020-06-30
related,2301,2020-06-30
caso,2300,2020-06-30
issues,2297,2020-06-30
homes,2293,2020-06-30
vía,2288,2020-06-30
service,2287,2020-06-30
industry,2284,2020-06-30
friends,2282,2020-06-30
whole,2277,2020-06-30
dans,2270,2020-06-30
personal,2269,2020-06-30
polri,2269,2020-06-30
families,2268,2020-06-30
vacuna,2266,2020-06-30
leaders,2266,2020-06-30
webinar,2264,2020-06-30
fact,2263,2020-06-30
hours,2262,2020-06-30
course,2262,2020-06-30
for,2262,2020-06-30
problem,2259,2020-06-30
services,2252,2020-06-30
truth,2250,2020-06-30
fear,2250,2020-06-30
2019,2249,2020-06-30
financial,2248,2020-06-30
talk,2248,2020-06-30
gets,2244,2020-06-30
list,2242,2020-06-30
gilead,2237,2020-06-30
seen,2236,2020-06-30
makes,2235,2020-06-30
etc,2230,2020-06-30
police,2230,2020-06-30
group,2230,2020-06-30
deal,2224,2020-06-30
horas,2219,2020-06-30
immunity,2218,2020-06-30
europe,2202,2020-06-30
party,2194,2020-06-30
mexico,2193,2020-06-30
federal,2191,2020-06-30
yung,2190,2020-06-30
johnson,2189,2020-06-30
true,2188,2020-06-30
ne,2181,2020-06-30
कर,2176,2020-06-30
air,2174,2020-06-30
action,2168,2020-06-30
rules,2165,2020-06-30
act,2165,2020-06-30
sign,2155,2020-06-30
become,2153,2020-06-30
casa,2147,2020-06-30
fake,2146,2020-06-30
means,2144,2020-06-30
días,2143,2020-06-30
monday,2141,2020-06-30
members,2141,2020-06-30
bien,2138,2020-06-30
active,2137,2020-06-30
africa,2136,2020-06-30
toll,2130,2020-06-30
seriously,2127,2020-06-30
on,2126,2020-06-30
republicans,2126,2020-06-30
left,2126,2020-06-30
lol,2119,2020-06-30
par,2113,2020-06-30
coronavírus,2107,2020-06-30
able,2106,2020-06-30
hear,2105,2020-06-30
else,2105,2020-06-30
hindi,2103,2020-06-30
seems,2099,2020-06-30
instead,2098,2020-06-30
came,2095,2020-06-30
low,2095,2020-06-30
visit,2093,2020-06-30
affected,2085,2020-06-30
relief,2084,2020-06-30
je,2079,2020-06-30
masyarakat,2079,2020-06-30
hoax,2078,2020-06-30
announced,2078,2020-06-30
sir,2077,2020-06-30
australia,2075,2020-06-30
guidelines,2073,2020-06-30
argentina,2072,2020-06-30
minister,2069,2020-06-30
potential,2067,2020-06-30
rest,2060,2020-06-30
roque,2059,2020-06-30
young,2056,2020-06-30
hacer,2053,2020-06-30
qui,2052,2020-06-30
pruebas,2051,2020-06-30
sars,2043,2020-06-30
almost,2041,2020-06-30
patient,2036,2020-06-30
2021,2035,2020-06-30
among,2035,2020-06-30
millions,2034,2020-06-30
wearamask,2033,2020-06-30
according,2028,2020-06-30
build,2021,2020-06-30
beat,2020,2020-06-30
especially,2020,2020-06-30
killing,2019,2020-06-30
rising,2017,2020-06-30
citizens,2012,2020-06-30
das,2011,2020-06-30
damn,2010,2020-06-30
killed,2009,2020-06-30
different,2009,2020-06-30
power,2003,2020-06-30
play,2001,2020-06-30
digital,1997,2020-06-30
años,1993,2020-06-30
continues,1992,2020-06-30
uma,1987,2020-06-30
cómo,1985,2020-06-30
पर,1985,2020-06-30
likely,1984,2020-06-30
caused,1982,2020-06-30
employees,1980,2020-06-30
muertos,1977,2020-06-30
cure,1975,2020-06-30
provide,1974,2020-06-30
started,1972,2020-06-30
ini,1970,2020-06-30
cost,1969,2020-06-30
negative,1966,2020-06-30
chief,1966,2020-06-30
sembako,1964,2020-06-30
der,1960,2020-06-30
all,1959,2020-06-30
emergency,1951,2020-06-30
ko,1950,2020-06-30
17,1943,2020-06-30
ask,1941,2020-06-30
policy,1940,2020-06-30
happy,1926,2020-06-30
women,1924,2020-06-30
half,1924,2020-06-30
lang,1924,2020-06-30
ok,1924,2020-06-30
access,1923,2020-06-30
office,1920,2020-06-30
bar,1916,2020-06-30
self,1914,2020-06-30
issue,1914,2020-06-30
hand,1910,2020-06-30
nursing,1905,2020-06-30
higher,1905,2020-06-30
comes,1904,2020-06-30
anti,1904,2020-06-30
covaxin,1902,2020-06-30
democrats,1900,2020-06-30
pandemi,1900,2020-06-30
try,1899,2020-06-30
border,1896,2020-06-30
twitter,1895,2020-06-30
joebiden,1895,2020-06-30
vulnerable,1893,2020-06-30
ready,1891,2020-06-30
probably,1890,2020-06-30
failed,1887,2020-06-30
seeing,1882,2020-06-30
company,1880,2020-06-30
prevent,1880,2020-06-30
living,1879,2020-06-30
stock,1879,2020-06-30
turn,1879,2020-06-30
common,1878,2020-06-30
trials,1875,2020-06-30
war,1874,2020-06-30
prediction,1874,2020-06-30
tras,1871,2020-06-30
contagio,1862,2020-06-30
gon,1861,2020-06-30
demand,1860,2020-06-30
result,1858,2020-06-30
senate,1858,2020-06-30
ai,1855,2020-06-30
sector,1855,2020-06-30
pala,1855,2020-06-30
law,1854,2020-06-30
menos,1854,2020-06-30
sense,1853,2020-06-30
summer,1853,2020-06-30
taken,1853,2020-06-30
jun,1849,2020-06-30
communities,1846,2020-06-30
given,1844,2020-06-30
england,1844,2020-06-30
presidente,1838,2020-06-30
hey,1836,2020-06-30
mark,1836,2020-06-30
penanganan,1831,2020-06-30
needed,1830,2020-06-30
fund,1827,2020-06-30
ver,1827,2020-06-30
thread,1825,2020-06-30
companies,1822,2020-06-30
que,1821,2020-06-30
tweet,1820,2020-06-30
vs,1820,2020-06-30
virtual,1819,2020-06-30
opening,1818,2020-06-30
distance,1815,2020-06-30
yesterday,1815,2020-06-30
quedateencasa,1814,2020-06-30
talking,1814,2020-06-30
boris,1813,2020-06-30
donald,1805,2020-06-30
aquí,1805,2020-06-30
happen,1804,2020-06-30
late,1801,2020-06-30
tomorrow,1796,2020-06-30
funding,1796,2020-06-30
idea,1795,2020-06-30
general,1795,2020-06-30
tuesdayvibes,1794,2020-06-30
level,1793,2020-06-30
recent,1786,2020-06-30
coronaviruspandemic,1786,2020-06-30
line,1786,2020-06-30
area,1785,2020-06-30
director,1784,2020-06-30
looks,1779,2020-06-30
cada,1777,2020-06-30
und,1777,2020-06-30
run,1776,2020-06-30
weekend,1775,2020-06-30
phase,1759,2020-06-30
kepada,1757,2020-06-30
wants,1756,2020-06-30
residents,1756,2020-06-30
ce,1754,2020-06-30
poor,1752,2020-06-30
blm,1746,2020-06-30
21,1742,2020-06-30
that,1739,2020-06-30
election,1736,2020-06-30
vida,1731,2020-06-30
concerns,1730,2020-06-30
happening,1728,2020-06-30
went,1727,2020-06-30
60,1727,2020-06-30
players,1721,2020-06-30
rates,1721,2020-06-30
millones,1721,2020-06-30
single,1719,2020-06-30
mental,1719,2020-06-30
scientists,1719,2020-06-30
question,1716,2020-06-30
modi,1714,2020-06-30
morning,1712,2020-06-30
nueva,1707,2020-06-30
fighting,1706,2020-06-30
soldiers,1704,2020-06-30
within,1701,2020-06-30
joe,1698,2020-06-30
buy,1697,2020-06-30
nearly,1697,2020-06-30
interesting,1695,2020-06-30
anthony,1694,2020-06-30
term,1693,2020-06-30
serious,1688,2020-06-30
putin,1687,2020-06-30
sad,1679,2020-06-30
nytimes,1671,2020-06-30
forward,1671,2020-06-30
false,1669,2020-06-30
evidence,1666,2020-06-30
parents,1665,2020-06-30
critical,1664,2020-06-30
22,1663,2020-06-30
españa,1663,2020-06-30
though,1662,2020-06-30
proud,1659,2020-06-30
international,1655,2020-06-30
move,1655,2020-06-30
expert,1654,2020-06-30
lack,1653,2020-06-30
cities,1653,2020-06-30
victoria,1653,2020-06-30
staysafe,1650,2020-06-30
hi,1650,2020-06-30
nacional,1649,2020-06-30
últimas,1649,2020-06-30
rally,1648,2020-06-30
hace,1648,2020-06-30
gracias,1646,2020-06-30
ass,1645,2020-06-30
lead,1644,2020-06-30
lies,1644,2020-06-30
colombia,1643,2020-06-30
atención,1643,2020-06-30
april,1643,2020-06-30
program,1642,2020-06-30
pakistan,1641,2020-06-30
wonder,1640,2020-06-30
potus,1639,2020-06-30
billion,1631,2020-06-30
force,1629,2020-06-30
información,1622,2020-06-30
mass,1622,2020-06-30
price,1620,2020-06-30
advice,1611,2020-06-30
facts,1604,2020-06-30
borisjohnson,1604,2020-06-30
changes,1603,2020-06-30
allowed,1595,2020-06-30
guess,1594,2020-06-30
ban,1594,2020-06-30
mortes,1593,2020-06-30
situación,1593,2020-06-30
vez,1588,2020-06-30
30jun,1587,2020-06-30
co,1585,2020-06-30
head,1584,2020-06-30
entire,1584,2020-06-30
nigeria,1578,2020-06-30
trust,1577,2020-06-30
23,1575,2020-06-30
questions,1573,2020-06-30
up,1573,2020-06-30
che,1572,2020-06-30
huge,1568,2020-06-30
ways,1565,2020-06-30
bring,1556,2020-06-30
ensure,1554,2020-06-30
meses,1553,2020-06-30
guys,1551,2020-06-30
slow,1549,2020-06-30
tem,1549,2020-06-30
administration,1549,2020-06-30
effective,1547,2020-06-30
zero,1547,2020-06-30
randpaul,1547,2020-06-30
essential,1546,2020-06-30
event,1545,2020-06-30
challenges,1545,2020-06-30
source,1545,2020-06-30
cov,1542,2020-06-30
mal,1542,2020-06-30
threat,1542,2020-06-30
wake,1540,2020-06-30
department,1537,2020-06-30
congress,1537,2020-06-30
po,1537,2020-06-30
tax,1536,2020-06-30
security,1536,2020-06-30
clear,1535,2020-06-30
28,1534,2020-06-30
finally,1531,2020-06-30
european,1530,2020-06-30
reporting,1529,2020-06-30
guy,1528,2020-06-30
nba,1528,2020-06-30
evitar,1527,2020-06-30
happened,1527,2020-06-30
trial,1523,2020-06-30
hold,1522,2020-06-30
hell,1518,2020-06-30
200,1518,2020-06-30
calls,1517,2020-06-30
países,1517,2020-06-30
beaches,1516,2020-06-30
mga,1514,2020-06-30
blood,1511,2020-06-30
survey,1510,2020-06-30
ahead,1509,2020-06-30
campaign,1507,2020-06-30
número,1504,2020-06-30
congrats,1503,2020-06-30
naman,1503,2020-06-30
noticias,1502,2020-06-30
guidance,1498,2020-06-30
water,1497,2020-06-30
remain,1495,2020-06-30
dont,1493,2020-06-30
registra,1491,2020-06-30
major,1488,2020-06-30
union,1485,2020-06-30
tres,1484,2020-06-30
france,1484,2020-06-30
highest,1484,2020-06-30
indian,1483,2020-06-30
pmoindia,1482,2020-06-30
ano,1482,2020-06-30
yeah,1481,2020-06-30
actual,1479,2020-06-30
university,1479,2020-06-30
learning,1477,2020-06-30
age,1476,2020-06-30
worth,1473,2020-06-30
knows,1473,2020-06-30
26,1470,2020-06-30
leave,1470,2020-06-30
developed,1468,2020-06-30
blog,1464,2020-06-30
failure,1463,2020-06-30
restaurants,1458,2020-06-30
longer,1457,2020-06-30
technology,1456,2020-06-30
ppl,1456,2020-06-30
im,1455,2020-06-30
hate,1453,2020-06-30
idiot,1451,2020-06-30
behind,1450,2020-06-30
gone,1449,2020-06-30
areas,1447,2020-06-30
talaga,1445,2020-06-30
congratulations,1443,2020-06-30
military,1441,2020-06-30
travelers,1441,2020-06-30
along,1439,2020-06-30
ones,1439,2020-06-30
till,1436,2020-06-30
chance,1436,2020-06-30
reuters,1435,2020-06-30
4th,1433,2020-06-30
nhs,1433,2020-06-30
resources,1432,2020-06-30
handling,1432,2020-06-30
took,1432,2020-06-30
goes,1430,2020-06-30
unemployment,1429,2020-06-30
cuba,1428,2020-06-30
effects,1425,2020-06-30
sports,1425,2020-06-30
leader,1423,2020-06-30
reach,1421,2020-06-30
responsible,1417,2020-06-30
website,1416,2020-06-30
jakarta,1416,2020-06-30
thinking,1415,2020-06-30
worldwide,1410,2020-06-30
sorry,1410,2020-06-30
cas,1409,2020-06-30
details,1408,2020-06-30
knew,1406,2020-06-30
cut,1403,2020-06-30
increased,1402,2020-06-30
address,1401,2020-06-30
और,1401,2020-06-30
se,1400,2020-06-30
calling,1399,2020-06-30
not,1399,2020-06-30
official,1398,2020-06-30
philippines,1398,2020-06-30
70,1396,2020-06-30
politics,1392,2020-06-30
govrondesantis,1387,2020-06-30
recuperados,1387,2020-06-30
college,1387,2020-06-30
stayhome,1386,2020-06-30
center,1385,2020-06-30
allow,1384,2020-06-30
reality,1382,2020-06-30
literally,1382,2020-06-30
healthy,1382,2020-06-30
decision,1382,2020-06-30
dalam,1381,2020-06-30
tv,1379,2020-06-30
coronavirus,255051,2020-06-02
covid,219113,2020-06-02
19,208844,2020-06-02
covid19,187702,2020-06-02
people,40448,2020-06-02
amp,39452,2020-06-02
new,35221,2020-06-02
cases,33803,2020-06-02
pandemic,31497,2020-06-02
us,25186,2020-06-02
via,22885,2020-06-02
2020,22271,2020-06-02
casos,20626,2020-06-02
trump,20094,2020-06-02
deaths,19683,2020-06-02
news,19609,2020-06-02
virus,18913,2020-06-02
health,18460,2020-06-02
like,17877,2020-06-02
get,17088,2020-06-02
one,16862,2020-06-02
000,16821,2020-06-02
time,15880,2020-06-02
crisis,15355,2020-06-02
lockdown,15317,2020-06-02
di,14581,2020-06-02
world,14319,2020-06-02
si,14277,2020-06-02
government,14155,2020-06-02
da,14142,2020-06-02
help,14040,2020-06-02
10,13168,2020-06-02
china,13106,2020-06-02
still,13073,2020-06-02
need,12984,2020-06-02
please,12882,2020-06-02
due,12771,2020-06-02
death,12689,2020-06-02
realdonaldtrump,12405,2020-06-02
uk,12377,2020-06-02
know,12190,2020-06-02
pandemia,11940,2020-06-02
read,11924,2020-06-02
nan,11748,2020-06-02
today,11663,2020-06-02
may,11655,2020-06-02
would,11367,2020-06-02
total,11250,2020-06-02
june,11098,2020-06-02
social,11003,2020-06-02
na,10958,2020-06-02
could,10910,2020-06-02
going,10847,2020-06-02
home,10649,2020-06-02
see,10633,2020-06-02
corona,10552,2020-06-02
back,10507,2020-06-02
day,10302,2020-06-02
et,10215,2020-06-02
many,10129,2020-06-02
india,10111,2020-06-02
country,10110,2020-06-02
em,10002,2020-06-02
work,9978,2020-06-02
take,9933,2020-06-02
go,9897,2020-06-02
positive,9726,2020-06-02
even,9526,2020-06-02
protests,9332,2020-06-02
il,9102,2020-06-02
also,8959,2020-06-02
support,8933,2020-06-02
first,8818,2020-06-02
test,8800,2020-06-02
says,8755,2020-06-02
good,8739,2020-06-02
black,8721,2020-06-02
public,8701,2020-06-02
care,8682,2020-06-02
re,8652,2020-06-02
state,8625,2020-06-02
right,8446,2020-06-02
live,8342,2020-06-02
usa,8332,2020-06-02
patients,8306,2020-06-02
testing,8244,2020-06-02
des,8232,2020-06-02
